                                                                                                                                                                                         28 Sep 2025 15:13:46
Facility-Raisting-Receiver-DLRx-To-Satellite-CommSat-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
1 May 2024 06:27:40.066        23.010                 1.500031                  -141.809               -116.831885     17.000000      103.789744          32000.000     28.7382       31.7485    1.000000e-30
1 May 2024 06:28:40.000        23.010                 1.500031                  -140.558               -115.580931     17.000000      105.040698          32000.000     29.9892       32.9995    1.000000e-30
1 May 2024 06:29:40.000        23.010                 1.500029                  -139.150               -114.172838     17.000000      106.448791          32000.000     31.3973       34.4076    1.000000e-30
1 May 2024 06:30:40.000        23.010                 1.500027                  -137.588               -112.610086     17.000000      108.011543          32000.000     32.9600       35.9703    1.000000e-30
1 May 2024 06:31:40.000        23.010                 1.500022                  -135.940               -110.962705     17.000000      109.658924          32000.000     34.6074       37.6177    1.000000e-30
1 May 2024 06:32:40.000        23.010                 1.500014                  -134.466               -109.488094     17.000000      111.133536          32000.000     36.0820       39.0923    1.000000e-30
1 May 2024 06:33:40.000        23.010                 1.500002                  -133.712               -108.734859     17.000000      111.886770          32000.000     36.8353       39.8456    1.000000e-30
1 May 2024 06:34:40.000        23.010                 1.499989                  -134.137               -109.159907     17.000000      111.461722          32000.000     36.4102       39.4205    1.000000e-30
1 May 2024 06:35:40.000        23.010                 1.499980                  -135.466               -110.488280     17.000000      110.133349          32000.000     35.0818       38.0921    1.000000e-30
1 May 2024 06:36:40.000        23.010                 1.499974                  -137.101               -112.123796     17.000000      108.497833          32000.000     33.4463       36.4566    1.000000e-30
1 May 2024 06:37:40.000        23.010                 1.499971                  -138.702               -113.724062     17.000000      106.897567          32000.000     31.8461       34.8564    1.000000e-30
1 May 2024 06:38:40.000        23.010                 1.499970                  -140.157               -115.179468     17.000000      105.442161          32000.000     30.3907       33.4010    1.000000e-30
1 May 2024 06:39:40.000        23.010                 1.499969                  -141.454               -116.476077     17.000000      104.145552          32000.000     29.0941       32.1044    1.000000e-30
1 May 2024 06:39:44.909        23.010                 1.499969                  -141.553               -116.575525     17.000000      104.046104          32000.000     28.9946       32.0049    1.000000e-30

      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
1 May 2024 08:01:48.824        23.010                 1.500001                  -151.494               -126.516906     17.000000       94.104724          32000.000     19.0532       22.0635    1.000000e-30
1 May 2024 08:02:48.000        23.010                 1.500000                  -151.483               -126.505278     17.000000       94.116351          32000.000     19.0649       22.0752    1.000000e-30
1 May 2024 08:03:48.000        23.010                 1.499999                  -151.483               -126.505912     17.000000       94.115717          32000.000     19.0642       22.0745    1.000000e-30
1 May 2024 08:04:48.000        23.010                 1.499998                  -151.496               -126.518682     17.000000       94.102948          32000.000     19.0514       22.0617    1.000000e-30
1 May 2024 08:05:48.000        23.010                 1.499998                  -151.521               -126.543110     17.000000       94.078519          32000.000     19.0270       22.0373    1.000000e-30
1 May 2024 08:06:48.000        23.010                 1.499997                  -151.556               -126.578636     17.000000       94.042993          32000.000     18.9915       22.0018    1.000000e-30
1 May 2024 08:07:48.000        23.010                 1.499996                  -151.602               -126.624628     17.000000       93.997001          32000.000     18.9455       21.9558    1.000000e-30
1 May 2024 08:08:48.000        23.010                 1.499995                  -151.658               -126.680403     17.000000       93.941226          32000.000     18.8897       21.9000    1.000000e-30
1 May 2024 08:09:48.000        23.010                 1.499994                  -151.723               -126.745241     17.000000       93.876388          32000.000     18.8249       21.8352    1.000000e-30
1 May 2024 08:10:48.000        23.010                 1.499994                  -151.796               -126.818403     17.000000       93.803226          32000.000     18.7517       21.7620    1.000000e-30
1 May 2024 08:11:48.000        23.010                 1.499993                  -151.877               -126.899142     17.000000       93.722487          32000.000     18.6710       21.6813    1.000000e-30
1 May 2024 08:12:48.000        23.010                 1.499992                  -151.964               -126.986716     17.000000       93.634913          32000.000     18.5834       21.5937    1.000000e-30
1 May 2024 08:13:48.000        23.010                 1.499992                  -152.058               -127.080400     17.000000       93.541229          32000.000     18.4897       21.5000    1.000000e-30
1 May 2024 08:14:48.000        23.010                 1.499991                  -152.157               -127.179492     17.000000       93.442137          32000.000     18.3906       21.4009    1.000000e-30
1 May 2024 08:15:48.000        23.010                 1.499991                  -152.261               -127.283324     17.000000       93.338306          32000.000     18.2868       21.2971    1.000000e-30
1 May 2024 08:16:48.000        23.010                 1.499990                  -152.369               -127.391259     17.000000       93.230370          32000.000     18.1789       21.1892    1.000000e-30
1 May 2024 08:17:48.000        23.010                 1.499990                  -152.480               -127.502705     17.000000       93.118924          32000.000     18.0674       21.0777    1.000000e-30
1 May 2024 08:18:48.000        23.010                 1.499989                  -152.595               -127.617107     17.000000       93.004522          32000.000     17.9530       20.9633    1.000000e-30
1 May 2024 08:19:48.000        23.010                 1.499989                  -152.711               -127.733953     17.000000       92.887676          32000.000     17.8362       20.8465    1.000000e-30
1 May 2024 08:20:48.000        23.010                 1.499989                  -152.830               -127.852773     17.000000       92.768856          32000.000     17.7174       20.7277    1.000000e-30
1 May 2024 08:21:48.000        23.010                 1.499988                  -152.951               -127.973140     17.000000       92.648489          32000.000     17.5970       20.6073    1.000000e-30
1 May 2024 08:22:48.000        23.010                 1.499988                  -153.072               -128.094664     17.000000       92.526965          32000.000     17.4755       20.4858    1.000000e-30
1 May 2024 08:23:48.000        23.010                 1.499988                  -153.195               -128.216994     17.000000       92.404635          32000.000     17.3531       20.3634    1.000000e-30
1 May 2024 08:24:48.000        23.010                 1.499988                  -153.317               -128.339814     17.000000       92.281815          32000.000     17.2303       20.2406    1.000000e-30
1 May 2024 08:25:48.000        23.010                 1.499988                  -153.440               -128.462843     17.000000       92.158787          32000.000     17.1073       20.1176    1.000000e-30
1 May 2024 08:26:48.000        23.010                 1.499987                  -153.563               -128.585828     17.000000       92.035801          32000.000     16.9843       19.9946    1.000000e-30
1 May 2024 08:27:48.000        23.010                 1.499987                  -153.686               -128.708549     17.000000       91.913080          32000.000     16.8616       19.8719    1.000000e-30
1 May 2024 08:28:48.000        23.010                 1.499987                  -153.808               -128.830808     17.000000       91.790821          32000.000     16.7393       19.7496    1.000000e-30
1 May 2024 08:29:48.000        23.010                 1.499987                  -153.930               -128.952434     17.000000       91.669195          32000.000     16.6177       19.6280    1.000000e-30
1 May 2024 08:30:48.000        23.010                 1.499987                  -154.051               -129.073276     17.000000       91.548354          32000.000     16.4969       19.5072    1.000000e-30
1 May 2024 08:31:48.000        23.010                 1.499987                  -154.171               -129.193202     17.000000       91.428427          32000.000     16.3769       19.3872    1.000000e-30
1 May 2024 08:32:48.000        23.010                 1.499987                  -154.290               -129.312101     17.000000       91.309528          32000.000     16.2580       19.2683    1.000000e-30
1 May 2024 08:33:48.000        23.010                 1.499987                  -154.407               -129.429876     17.000000       91.191753          32000.000     16.1403       19.1506    1.000000e-30
1 May 2024 08:34:48.000        23.010                 1.499987                  -154.524               -129.546443     17.000000       91.075186          32000.000     16.0237       19.0340    1.000000e-30
1 May 2024 08:35:48.000        23.010                 1.499987                  -154.639               -129.661733     17.000000       90.959896          32000.000     15.9084       18.9187    1.000000e-30
1 May 2024 08:36:48.000        23.010                 1.499987                  -154.753               -129.775689     17.000000       90.845940          32000.000     15.7944       18.8047    1.000000e-30
1 May 2024 08:37:48.000        23.010                 1.499987                  -154.866               -129.888261     17.000000       90.733368          32000.000     15.6819       18.6922    1.000000e-30
1 May 2024 08:38:48.000        23.010                 1.499987                  -154.977               -129.999411     17.000000       90.622218          32000.000     15.5707       18.5810    1.000000e-30
1 May 2024 08:39:48.000        23.010                 1.499987                  -155.087               -130.109107     17.000000       90.512522          32000.000     15.4610       18.4713    1.000000e-30
1 May 2024 08:40:48.000        23.010                 1.499987                  -155.195               -130.217327     17.000000       90.404302          32000.000     15.3528       18.3631    1.000000e-30
1 May 2024 08:41:48.000        23.010                 1.499987                  -155.302               -130.324052     17.000000       90.297577          32000.000     15.2461       18.2564    1.000000e-30
1 May 2024 08:42:48.000        23.010                 1.499987                  -155.407               -130.429271     17.000000       90.192359          32000.000     15.1409       18.1512    1.468608e-30
1 May 2024 08:43:48.000        23.010                 1.499987                  -155.510               -130.532975     17.000000       90.088654          32000.000     15.0372       18.0475    6.942157e-30
1 May 2024 08:44:48.000        23.010                 1.499987                  -155.613               -130.635162     17.000000       89.986467          32000.000     14.9350       17.9453    3.095704e-29
1 May 2024 08:45:48.000        23.010                 1.499987                  -155.713               -130.735833     17.000000       89.885796          32000.000     14.8343       17.8446    1.305380e-28
1 May 2024 08:46:48.000        23.010                 1.499987                  -155.813               -130.834992     17.000000       89.786637          32000.000     14.7351       17.7454    5.217153e-28
1 May 2024 08:47:48.000        23.010                 1.499987                  -155.910               -130.932645     17.000000       89.688984          32000.000     14.6375       17.6478    1.980720e-27
1 May 2024 08:48:48.000        23.010                 1.499987                  -156.006               -131.028801     17.000000       89.592828          32000.000     14.5413       17.5516    7.158902e-27
1 May 2024 08:49:48.000        23.010                 1.499987                  -156.101               -131.123472     17.000000       89.498157          32000.000     14.4467       17.4570    2.468367e-26
1 May 2024 08:50:48.000        23.010                 1.499987                  -156.194               -131.216670     17.000000       89.404959          32000.000     14.3535       17.3638    8.135509e-26
1 May 2024 08:51:48.000        23.010                 1.499987                  -156.286               -131.308411     17.000000       89.313218          32000.000     14.2617       17.2720    2.568077e-25
1 May 2024 08:52:48.000        23.010                 1.499987                  -156.376               -131.398709     17.000000       89.222920          32000.000     14.1714       17.1817    7.778248e-25
1 May 2024 08:53:48.000        23.010                 1.499987                  -156.465               -131.487582     17.000000       89.134048          32000.000     14.0825       17.0928    2.264512e-24
1 May 2024 08:54:48.000        23.010                 1.499987                  -156.553               -131.575046     17.000000       89.046583          32000.000     13.9951       17.0054    6.347770e-24
1 May 2024 08:55:48.000        23.010                 1.499987                  -156.639               -131.661122     17.000000       88.960507          32000.000     13.9090       16.9193    1.716028e-23
1 May 2024 08:56:48.000        23.010                 1.499988                  -156.723               -131.745827     17.000000       88.875802          32000.000     13.8243       16.8346    4.480797e-23
1 May 2024 08:57:48.000        23.010                 1.499988                  -156.807               -131.829181     17.000000       88.792448          32000.000     13.7409       16.7512    1.131760e-22
1 May 2024 08:58:48.000        23.010                 1.499988                  -156.889               -131.911204     17.000000       88.710425          32000.000     13.6589       16.6692    2.769067e-22
1 May 2024 08:59:48.000        23.010                 1.499988                  -156.969               -131.991916     17.000000       88.629714          32000.000     13.5782       16.5885    6.571665e-22
1 May 2024 09:00:48.000        23.010                 1.499988                  -157.049               -132.071336     17.000000       88.550293          32000.000     13.4988       16.5091    1.514734e-21
1 May 2024 09:01:48.000        23.010                 1.499988                  -157.127               -132.149486     17.000000       88.472143          32000.000     13.4206       16.4309    3.395049e-21
1 May 2024 09:02:48.000        23.010                 1.499988                  -157.204               -132.226386     17.000000       88.395244          32000.000     13.3437       16.3540    7.408156e-21
1 May 2024 09:03:48.000        23.010                 1.499988                  -157.280               -132.302055     17.000000       88.319575          32000.000     13.2681       16.2784    1.575469e-20
1 May 2024 09:04:48.000        23.010                 1.499988                  -157.354               -132.376513     17.000000       88.245116          32000.000     13.1936       16.2039    3.268916e-20
1 May 2024 09:05:48.000        23.010                 1.499988                  -157.427               -132.449782     17.000000       88.171847          32000.000     13.1203       16.1306    6.624139e-20
1 May 2024 09:06:48.000        23.010                 1.499988                  -157.499               -132.521880     17.000000       88.099749          32000.000     13.0482       16.0585    1.312210e-19
1 May 2024 09:07:48.000        23.010                 1.499989                  -157.570               -132.592828     17.000000       88.028801          32000.000     12.9773       15.9876    2.543443e-19
1 May 2024 09:08:48.000        23.010                 1.499989                  -157.640               -132.662644     17.000000       87.958985          32000.000     12.9075       15.9178    4.827966e-19
1 May 2024 09:09:48.000        23.010                 1.499989                  -157.709               -132.731348     17.000000       87.890281          32000.000     12.8388       15.8491    8.982355e-19
1 May 2024 09:10:48.000        23.010                 1.499989                  -157.776               -132.798958     17.000000       87.822671          32000.000     12.7712       15.7815    1.639245e-18
1 May 2024 09:11:48.000        23.010                 1.499989                  -157.843               -132.865494     17.000000       87.756135          32000.000     12.7046       15.7149    2.936652e-18
1 May 2024 09:12:48.000        23.010                 1.499989                  -157.908               -132.930973     17.000000       87.690656          32000.000     12.6392       15.6495    5.168073e-18
1 May 2024 09:13:48.000        23.010                 1.499989                  -157.973               -132.995414     17.000000       87.626215          32000.000     12.5747       15.5850    8.940671e-18
1 May 2024 09:14:48.000        23.010                 1.499989                  -158.036               -133.058834     17.000000       87.562795          32000.000     12.5113       15.5216    1.521462e-17
1 May 2024 09:15:48.000        23.010                 1.499989                  -158.099               -133.121250     17.000000       87.500379          32000.000     12.4489       15.4592    2.548430e-17
1 May 2024 09:16:48.000        23.010                 1.499989                  -158.160               -133.182680     17.000000       87.438950          32000.000     12.3874       15.3977    4.204008e-17
1 May 2024 09:17:48.000        23.010                 1.499989                  -158.221               -133.243139     17.000000       87.378490          32000.000     12.3270       15.3373    6.834084e-17
1 May 2024 09:18:48.000        23.010                 1.499990                  -158.280               -133.302645     17.000000       87.318984          32000.000     12.2675       15.2778    1.095365e-16
1 May 2024 09:19:48.000        23.010                 1.499990                  -158.339               -133.361214     17.000000       87.260415          32000.000     12.2089       15.2192    1.731906e-16
1 May 2024 09:20:48.000        23.010                 1.499990                  -158.396               -133.418861     17.000000       87.202768          32000.000     12.1513       15.1616    2.702660e-16
1 May 2024 09:21:48.000        23.010                 1.499990                  -158.453               -133.475601     17.000000       87.146028          32000.000     12.0945       15.1048    4.164527e-16
1 May 2024 09:22:48.000        23.010                 1.499990                  -158.509               -133.531450     17.000000       87.090179          32000.000     12.0387       15.0490    6.339327e-16
1 May 2024 09:23:48.000        23.010                 1.499990                  -158.564               -133.586422     17.000000       87.035207          32000.000     11.9837       14.9940    9.536997e-16
1 May 2024 09:24:48.000        23.010                 1.499990                  -158.618               -133.640532     17.000000       86.981098          32000.000     11.9296       14.9399    1.418569e-15
1 May 2024 09:25:48.000        23.010                 1.499990                  -158.671               -133.693793     17.000000       86.927836          32000.000     11.8763       14.8866    2.087041e-15
1 May 2024 09:26:48.000        23.010                 1.499990                  -158.724               -133.746219     17.000000       86.875410          32000.000     11.8239       14.8342    3.038208e-15
1 May 2024 09:27:48.000        23.010                 1.499990                  -158.775               -133.797824     17.000000       86.823805          32000.000     11.7723       14.7826    4.377910e-15
1 May 2024 09:28:48.000        23.010                 1.499990                  -158.826               -133.848621     17.000000       86.773008          32000.000     11.7215       14.7318    6.246395e-15
1 May 2024 09:29:48.000        23.010                 1.499991                  -158.876               -133.898623     17.000000       86.723006          32000.000     11.6715       14.6818    8.827732e-15
1 May 2024 09:30:48.000        23.010                 1.499991                  -158.925               -133.947842     17.000000       86.673787          32000.000     11.6223       14.6326    1.236129e-14
1 May 2024 09:31:48.000        23.010                 1.499991                  -158.974               -133.996290     17.000000       86.625339          32000.000     11.5738       14.5841    1.715557e-14
1 May 2024 09:32:48.000        23.010                 1.499991                  -159.021               -134.043980     17.000000       86.577649          32000.000     11.5261       14.5364    2.360479e-14
1 May 2024 09:33:48.000        23.010                 1.499991                  -159.068               -134.090923     17.000000       86.530707          32000.000     11.4792       14.4895    3.220845e-14
1 May 2024 09:34:48.000        23.010                 1.499991                  -159.115               -134.137130     17.000000       86.484499          32000.000     11.4330       14.4433    4.359437e-14
1 May 2024 09:35:48.000        23.010                 1.499991                  -159.160               -134.182612     17.000000       86.439017          32000.000     11.3875       14.3978    5.854547e-14
1 May 2024 09:36:48.000        23.010                 1.499991                  -159.205               -134.227381     17.000000       86.394248          32000.000     11.3427       14.3530    7.803070e-14
1 May 2024 09:37:48.000        23.010                 1.499991                  -159.249               -134.271447     17.000000       86.350182          32000.000     11.2987       14.3090    1.032404e-13
1 May 2024 09:38:48.000        23.010                 1.499991                  -159.292               -134.314820     17.000000       86.306809          32000.000     11.2553       14.2656    1.356264e-13
1 May 2024 09:39:48.000        23.010                 1.499992                  -159.335               -134.357511     17.000000       86.264118          32000.000     11.2126       14.2229    1.769471e-13
1 May 2024 09:40:48.000        23.010                 1.499992                  -159.377               -134.399529     17.000000       86.222100          32000.000     11.1706       14.1809    2.293182e-13
1 May 2024 09:41:48.000        23.010                 1.499992                  -159.418               -134.440884     17.000000       86.180746          32000.000     11.1292       14.1395    2.952680e-13
1 May 2024 09:42:48.000        23.010                 1.499992                  -159.459               -134.481585     17.000000       86.140045          32000.000     11.0885       14.0988    3.777991e-13
1 May 2024 09:43:48.000        23.010                 1.499992                  -159.499               -134.521641     17.000000       86.099988          32000.000     11.0485       14.0588    4.804547e-13
1 May 2024 09:44:48.000        23.010                 1.499992                  -159.539               -134.561062     17.000000       86.060567          32000.000     11.0091       14.0194    6.073911e-13
1 May 2024 09:45:48.000        23.010                 1.499992                  -159.577               -134.599856     17.000000       86.021773          32000.000     10.9703       13.9806    7.634547e-13
1 May 2024 09:46:48.000        23.010                 1.499992                  -159.616               -134.638031     17.000000       85.983598          32000.000     10.9321       13.9424    9.542638e-13
1 May 2024 09:47:48.000        23.010                 1.499992                  -159.653               -134.675597     17.000000       85.946032          32000.000     10.8945       13.9048    1.186295e-12
1 May 2024 09:48:48.000        23.010                 1.499992                  -159.690               -134.712560     17.000000       85.909069          32000.000     10.8576       13.8679    1.466974e-12
1 May 2024 09:49:48.000        23.010                 1.499992                  -159.726               -134.748930     17.000000       85.872699          32000.000     10.8212       13.8315    1.804767e-12
1 May 2024 09:50:48.000        23.010                 1.499993                  -159.762               -134.784713     17.000000       85.836916          32000.000     10.7854       13.7957    2.209277e-12
1 May 2024 09:51:48.000        23.010                 1.499993                  -159.797               -134.819917     17.000000       85.801712          32000.000     10.7502       13.7605    2.691340e-12
1 May 2024 09:52:48.000        23.010                 1.499993                  -159.832               -134.854550     17.000000       85.767079          32000.000     10.7156       13.7259    3.263121e-12
1 May 2024 09:53:48.000        23.010                 1.499993                  -159.866               -134.888619     17.000000       85.733010          32000.000     10.6815       13.6918    3.938209e-12
1 May 2024 09:54:48.000        23.010                 1.499993                  -159.900               -134.922131     17.000000       85.699498          32000.000     10.6480       13.6583    4.731709e-12
1 May 2024 09:55:48.000        23.010                 1.499993                  -159.933               -134.955092     17.000000       85.666537          32000.000     10.6150       13.6253    5.660330e-12
1 May 2024 09:56:48.000        23.010                 1.499993                  -159.965               -134.987509     17.000000       85.634120          32000.000     10.5826       13.5929    6.742468e-12
1 May 2024 09:57:48.000        23.010                 1.499993                  -159.997               -135.019389     17.000000       85.602240          32000.000     10.5507       13.5610    7.998281e-12
1 May 2024 09:58:48.000        23.010                 1.499993                  -160.028               -135.050738     17.000000       85.570891          32000.000     10.5194       13.5297    9.449756e-12
1 May 2024 09:59:48.000        23.010                 1.499993                  -160.059               -135.081563     17.000000       85.540066          32000.000     10.4886       13.4989    1.112076e-11
1 May 2024 10:00:48.000        23.010                 1.499993                  -160.089               -135.111869     17.000000       85.509761          32000.000     10.4583       13.4686    1.303709e-11
1 May 2024 10:01:48.000        23.010                 1.499994                  -160.119               -135.141661     17.000000       85.479968          32000.000     10.4285       13.4388    1.522650e-11
1 May 2024 10:02:48.000        23.010                 1.499994                  -160.148               -135.170947     17.000000       85.450682          32000.000     10.3992       13.4095    1.771871e-11
1 May 2024 10:03:48.000        23.010                 1.499994                  -160.177               -135.199732     17.000000       85.421897          32000.000     10.3704       13.3807    2.054539e-11
1 May 2024 10:04:48.000        23.010                 1.499994                  -160.206               -135.228020     17.000000       85.393609          32000.000     10.3421       13.3524    2.374018e-11
1 May 2024 10:05:48.000        23.010                 1.499994                  -160.233               -135.255818     17.000000       85.365811          32000.000     10.3143       13.3246    2.733858e-11
1 May 2024 10:06:48.000        23.010                 1.499994                  -160.261               -135.283131     17.000000       85.338499          32000.000     10.2870       13.2973    3.137795e-11
1 May 2024 10:07:48.000        23.010                 1.499994                  -160.287               -135.309963     17.000000       85.311667          32000.000     10.2602       13.2705    3.589739e-11
1 May 2024 10:08:48.000        23.010                 1.499994                  -160.314               -135.336319     17.000000       85.285310          32000.000     10.2338       13.2441    4.093762e-11
1 May 2024 10:09:48.000        23.010                 1.499994                  -160.340               -135.362205     17.000000       85.259424          32000.000     10.2079       13.2182    4.654086e-11
1 May 2024 10:10:48.000        23.010                 1.499994                  -160.365               -135.387625     17.000000       85.234004          32000.000     10.1825       13.1928    5.275069e-11
1 May 2024 10:11:48.000        23.010                 1.499994                  -160.390               -135.412583     17.000000       85.209046          32000.000     10.1575       13.1678    5.961182e-11
1 May 2024 10:12:48.000        23.010                 1.499995                  -160.415               -135.437085     17.000000       85.184544          32000.000     10.1330       13.1433    6.716992e-11
1 May 2024 10:13:48.000        23.010                 1.499995                  -160.439               -135.461134     17.000000       85.160495          32000.000     10.1090       13.1193    7.547136e-11
1 May 2024 10:14:48.000        23.010                 1.499995                  -160.462               -135.484735     17.000000       85.136894          32000.000     10.0854       13.0957    8.456299e-11
1 May 2024 10:15:48.000        23.010                 1.499995                  -160.485               -135.507891     17.000000       85.113738          32000.000     10.0622       13.0725    9.449181e-11
1 May 2024 10:16:48.000        23.010                 1.499995                  -160.508               -135.530608     17.000000       85.091022          32000.000     10.0395       13.0498    1.053047e-10
1 May 2024 10:17:48.000        23.010                 1.499995                  -160.530               -135.552888     17.000000       85.068742          32000.000     10.0172       13.0275    1.170482e-10
1 May 2024 10:18:48.000        23.010                 1.499995                  -160.552               -135.574735     17.000000       85.046894          32000.000      9.9954       13.0057    1.297678e-10
1 May 2024 10:19:48.000        23.010                 1.499995                  -160.574               -135.596154     17.000000       85.025475          32000.000      9.9740       12.9843    1.435082e-10
1 May 2024 10:20:48.000        23.010                 1.499995                  -160.595               -135.617148     17.000000       85.004481          32000.000      9.9530       12.9633    1.583124e-10
1 May 2024 10:21:48.000        23.010                 1.499995                  -160.615               -135.637720     17.000000       84.983909          32000.000      9.9324       12.9427    1.742215e-10
1 May 2024 10:22:48.000        23.010                 1.499995                  -160.635               -135.657873     17.000000       84.963756          32000.000      9.9123       12.9226    1.912744e-10
1 May 2024 10:23:48.000        23.010                 1.499995                  -160.655               -135.677612     17.000000       84.944017          32000.000      9.8925       12.9028    2.095074e-10
1 May 2024 10:24:48.000        23.010                 1.499996                  -160.674               -135.696940     17.000000       84.924689          32000.000      9.8732       12.8835    2.289535e-10
1 May 2024 10:25:48.000        23.010                 1.499996                  -160.693               -135.715858     17.000000       84.905771          32000.000      9.8543       12.8646    2.496424e-10
1 May 2024 10:26:48.000        23.010                 1.499996                  -160.712               -135.734372     17.000000       84.887257          32000.000      9.8358       12.8461    2.716001e-10
1 May 2024 10:27:48.000        23.010                 1.499996                  -160.730               -135.752482     17.000000       84.869147          32000.000      9.8176       12.8279    2.948480e-10
1 May 2024 10:28:48.000        23.010                 1.499996                  -160.748               -135.770194     17.000000       84.851435          32000.000      9.7999       12.8102    3.194033e-10
1 May 2024 10:29:48.000        23.010                 1.499996                  -160.765               -135.787508     17.000000       84.834121          32000.000      9.7826       12.7929    3.452778e-10
1 May 2024 10:30:48.000        23.010                 1.499996                  -160.782               -135.804428     17.000000       84.817201          32000.000      9.7657       12.7760    3.724783e-10
1 May 2024 10:31:48.000        23.010                 1.499996                  -160.798               -135.820957     17.000000       84.800672          32000.000      9.7492       12.7595    4.010058e-10
1 May 2024 10:32:48.000        23.010                 1.499996                  -160.815               -135.837097     17.000000       84.784532          32000.000      9.7330       12.7433    4.308555e-10
1 May 2024 10:33:48.000        23.010                 1.499996                  -160.830               -135.852851     17.000000       84.768778          32000.000      9.7173       12.7276    4.620161e-10
1 May 2024 10:34:48.000        23.010                 1.499996                  -160.846               -135.868221     17.000000       84.753408          32000.000      9.7019       12.7122    4.944703e-10
1 May 2024 10:35:48.000        23.010                 1.499996                  -160.861               -135.883209     17.000000       84.738421          32000.000      9.6869       12.6972    5.281936e-10
1 May 2024 10:36:48.000        23.010                 1.499997                  -160.875               -135.897817     17.000000       84.723812          32000.000      9.6723       12.6826    5.631551e-10
1 May 2024 10:37:48.000        23.010                 1.499997                  -160.890               -135.912048     17.000000       84.709581          32000.000      9.6581       12.6684    5.993167e-10
1 May 2024 10:38:48.000        23.010                 1.499997                  -160.903               -135.925905     17.000000       84.695724          32000.000      9.6442       12.6545    6.366333e-10
1 May 2024 10:39:48.000        23.010                 1.499997                  -160.917               -135.939388     17.000000       84.682241          32000.000      9.6307       12.6410    6.750528e-10
1 May 2024 10:40:48.000        23.010                 1.499997                  -160.930               -135.952500     17.000000       84.669129          32000.000      9.6176       12.6279    7.145157e-10
1 May 2024 10:41:48.000        23.010                 1.499997                  -160.943               -135.965242     17.000000       84.656387          32000.000      9.6049       12.6152    7.549556e-10
1 May 2024 10:42:48.000        23.010                 1.499997                  -160.955               -135.977618     17.000000       84.644011          32000.000      9.5925       12.6028    7.962992e-10
1 May 2024 10:43:48.000        23.010                 1.499997                  -160.967               -135.989627     17.000000       84.632002          32000.000      9.5805       12.5908    8.384661e-10
1 May 2024 10:44:48.000        23.010                 1.499997                  -160.979               -136.001273     17.000000       84.620356          32000.000      9.5689       12.5792    8.813694e-10
1 May 2024 10:45:48.000        23.010                 1.499997                  -160.990               -136.012557     17.000000       84.609072          32000.000      9.5576       12.5679    9.249157e-10
1 May 2024 10:46:48.000        23.010                 1.499997                  -161.001               -136.023479     17.000000       84.598150          32000.000      9.5467       12.5570    9.690053e-10
1 May 2024 10:47:48.000        23.010                 1.499997                  -161.012               -136.034043     17.000000       84.587586          32000.000      9.5361       12.5464    1.013533e-09
1 May 2024 10:48:48.000        23.010                 1.499998                  -161.022               -136.044248     17.000000       84.577381          32000.000      9.5259       12.5362    1.058387e-09
1 May 2024 10:49:48.000        23.010                 1.499998                  -161.032               -136.054097     17.000000       84.567532          32000.000      9.5160       12.5263    1.103452e-09
1 May 2024 10:50:48.000        23.010                 1.499998                  -161.041               -136.063591     17.000000       84.558038          32000.000      9.5065       12.5168    1.148608e-09
1 May 2024 10:51:48.000        23.010                 1.499998                  -161.050               -136.072731     17.000000       84.548898          32000.000      9.4974       12.5077    1.193728e-09
1 May 2024 10:52:48.000        23.010                 1.499997                  -161.061               -136.083376     17.000000       84.538253          32000.000      9.4868       12.4971    1.248392e-09
1 May 2024 10:53:48.000        23.010                 1.499997                  -161.073               -136.095114     17.000000       84.526515          32000.000      9.4750       12.4853    1.311416e-09
1 May 2024 10:54:48.000        23.010                 1.499997                  -161.084               -136.106879     17.000000       84.514750          32000.000      9.4633       12.4735    1.377598e-09
1 May 2024 10:55:48.000        23.010                 1.499997                  -161.096               -136.118670     17.000000       84.502959          32000.000      9.4515       12.4618    1.447086e-09
1 May 2024 10:56:48.000        23.010                 1.499997                  -161.108               -136.130485     17.000000       84.491144          32000.000      9.4396       12.4499    1.520034e-09
1 May 2024 10:57:48.000        23.010                 1.499997                  -161.120               -136.142323     17.000000       84.479306          32000.000      9.4278       12.4381    1.596602e-09
1 May 2024 10:58:48.000        23.010                 1.499997                  -161.132               -136.154182     17.000000       84.467447          32000.000      9.4159       12.4262    1.676957e-09
1 May 2024 10:59:48.000        23.010                 1.499997                  -161.144               -136.166061     17.000000       84.455568          32000.000      9.4041       12.4144    1.761271e-09
