                                               30 Sep 2025 09:53:53
FigureOfMerit-FigureOfMerit1


                        Coverage Properties                        
-------------------------------------------------------------------
Custom Regions Coverage                                            
Grid Altitude: 0.0030 (km)                                         
Ground Altitude set from grid altitude reference (On ellipsoid)    
Resolution: 0.0180 (deg)                                           
Number of Points: 2916                                             
Assets required for a valid access: At Least 1                     
Assigned Assets:                                                   
    Missile/TestMissile/Transmitter/DLTx:    Active                
Access Interval: 1 May 2024 18:00:00.000 to 1 May 2024 18:05:00.000
Regional Acceleration: Automatic                                   
Light time delay: Ignored                                          
Maximum Sampling Time Step: 360.000 secs                           
Minimum Sampling Time Step: 0.010 secs                             
Time Convergence: 5.000e-03 secs                                   
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         


                FOM Properties               
---------------------------------------------
Maximum C/N                                  
Maximum of Assets                            
Satisfaction is not enabled                  
Invalid Data Indicator Value: -9999.990000 dB
FOM value range check is not enabled.        



Time (UTCG): 1 May 2024 18:02:25.000
------------------------------------

Latitude (deg)    Longitude (deg)    FOM Value (dB)
        33.159            253.864            9.0237
        33.159            253.888            8.9918
        33.175            253.262            8.5241
        33.175            253.286            8.5841
        33.175            253.310            8.6414
        33.175            253.334            8.6957
        33.175            253.358            8.7471
        33.175            253.382            8.7952
        33.175            253.406            8.8402
        33.175            253.431            8.8817
        33.175            253.455            8.9199
        33.175            253.479            8.9544
        33.175            253.503            8.9853
        33.175            253.527            9.0125
        33.175            253.551            9.0359
        33.175            253.575            9.0554
        33.175            253.599            9.0710
        33.175            253.623            9.0826
        33.175            253.647            9.0903
        33.175            253.671            9.0939
        33.175            253.695            9.0935
        33.175            253.719            9.0891
        33.175            253.744            9.0807
        33.175            253.768            9.0683
        33.175            253.792            9.0520
        33.175            253.816            9.0318
        33.175            253.840            9.0077
        33.175            253.864            8.9798
        33.175            253.888            8.9482
        33.191            253.262            8.4828
        33.191            253.286            8.5423
        33.191            253.310            8.5990
        33.191            253.334            8.6528
        33.191            253.358            8.7036
        33.191            253.382            8.7513
        33.191            253.406            8.7958
        33.191            253.431            8.8369
        33.191            253.455            8.8746
        33.191            253.479            8.9088
        33.191            253.503            8.9393
        33.191            253.527            8.9662
        33.191            253.551            8.9894
        33.191            253.575            9.0087
        33.191            253.599            9.0241
        33.191            253.623            9.0356
        33.191            253.647            9.0432
        33.191            253.671            9.0468
        33.191            253.695            9.0464
        33.191            253.719            9.0420
        33.191            253.744            9.0337
        33.191            253.768            9.0215
        33.191            253.792            9.0053
        33.191            253.816            8.9853
        33.191            253.840            8.9615
        33.191            253.864            8.9339
        33.191            253.888            8.9026
        33.207            253.262            8.4398
        33.207            253.286            8.4987
        33.207            253.310            8.5548
        33.207            253.334            8.6080
        33.207            253.358            8.6583
        33.207            253.382            8.7055
        33.207            253.406            8.7495
        33.207            253.431            8.7902
        33.207            253.455            8.8275
        33.207            253.479            8.8613
        33.207            253.503            8.8915
        33.207            253.527            8.9181
        33.207            253.551            8.9409
        33.207            253.575            8.9600
        33.207            253.599            8.9753
        33.207            253.623            8.9867
        33.207            253.647            8.9942
        33.207            253.671            8.9977
        33.207            253.695            8.9973
        33.207            253.719            8.9930
        33.207            253.744            8.9848
        33.207            253.768            8.9727
        33.207            253.792            8.9567
        33.207            253.816            8.9370
        33.207            253.840            8.9134
        33.207            253.864            8.8861
        33.207            253.888            8.8552
        33.223            253.262            8.3951
        33.223            253.286            8.4533
        33.223            253.310            8.5089
        33.223            253.334            8.5615
        33.223            253.358            8.6113
        33.223            253.382            8.6579
        33.223            253.406            8.7014
        33.223            253.431            8.7417
        33.223            253.455            8.7785
        33.223            253.479            8.8120
        33.223            253.503            8.8418
        33.223            253.527            8.8681
        33.223            253.551            8.8907
        33.223            253.575            8.9096
        33.223            253.599            8.9246
        33.223            253.623            8.9359
        33.223            253.647            8.9433
        33.223            253.671            8.9468
        33.223            253.695            8.9464
        33.223            253.719            8.9422
        33.223            253.744            8.9341
        33.223            253.768            8.9221
        33.223            253.792            8.9063
        33.223            253.816            8.8868
        33.223            253.840            8.8635
        33.223            253.864            8.8365
        33.223            253.888            8.8060
        33.239            253.262            8.3487
        33.239            253.286            8.4064
        33.239            253.310            8.4613
        33.239            253.334            8.5134
        33.239            253.358            8.5625
        33.239            253.382            8.6087
        33.239            253.406            8.6517
        33.239            253.431            8.6914
        33.239            253.455            8.7279
        33.239            253.479            8.7609
        33.239            253.503            8.7904
        33.239            253.527            8.8164
        33.239            253.551            8.8387
        33.239            253.575            8.8573
        33.239            253.599            8.8722
        33.239            253.623            8.8833
        33.239            253.647            8.8906
        33.239            253.671            8.8941
        33.239            253.695            8.8938
        33.239            253.719            8.8896
        33.239            253.744            8.8815
        33.239            253.768            8.8697
        33.239            253.792            8.8541
        33.239            253.816            8.8348
        33.239            253.840            8.8118
        33.239            253.864            8.7852
        33.239            253.888            8.7550
        33.255            253.262            8.3008
        33.255            253.286            8.3578
        33.255            253.310            8.4121
        33.255            253.334            8.4636
        33.255            253.358            8.5122
        33.255            253.382            8.5578
        33.255            253.406            8.6002
        33.255            253.431            8.6395
        33.255            253.455            8.6755
        33.255            253.479            8.7082
        33.255            253.503            8.7373
        33.255            253.527            8.7630
        33.255            253.551            8.7850
        33.255            253.575            8.8034
        33.255            253.599            8.8181
        33.255            253.623            8.8291
        33.255            253.647            8.8363
        33.255            253.671            8.8397
        33.255            253.695            8.8394
        33.255            253.719            8.8352
        33.255            253.744            8.8273
        33.255            253.768            8.8156
        33.255            253.792            8.8002
        33.255            253.816            8.7811
        33.255            253.840            8.7584
        33.255            253.864            8.7321
        33.255            253.888            8.7023
        33.271            253.262            8.2514
        33.271            253.286            8.3077
        33.271            253.310            8.3613
        33.271            253.334            8.4122
        33.271            253.358            8.4602
        33.271            253.382            8.5053
        33.271            253.406            8.5472
        33.271            253.431            8.5860
        33.271            253.455            8.6216
        33.271            253.479            8.6538
        33.271            253.503            8.6826
        33.271            253.527            8.7079
        33.271            253.551            8.7297
        33.271            253.575            8.7478
        33.271            253.599            8.7624
        33.271            253.623            8.7732
        33.271            253.647            8.7803
        33.271            253.671            8.7837
        33.271            253.695            8.7833
        33.271            253.719            8.7792
        33.271            253.744            8.7714
        33.271            253.768            8.7599
        33.271            253.792            8.7447
        33.271            253.816            8.7259
        33.271            253.840            8.7034
        33.271            253.864            8.6775
        33.271            253.888            8.6480
        33.287            253.262            8.2005
        33.287            253.286            8.2561
        33.287            253.310            8.3091
        33.287            253.334            8.3594
        33.287            253.358            8.4068
        33.287            253.382            8.4513
        33.287            253.406            8.4927
        33.287            253.431            8.5310
        33.287            253.455            8.5661
        33.287            253.479            8.5979
        33.287            253.503            8.6263
        33.287            253.527            8.6513
        33.287            253.551            8.6728
        33.287            253.575            8.6907
        33.287            253.599            8.7050
        33.287            253.623            8.7157
        33.287            253.647            8.7227
        33.287            253.671            8.7261
        33.287            253.695            8.7257
        33.287            253.719            8.7217
        33.287            253.744            8.7140
        33.287            253.768            8.7026
        33.287            253.792            8.6876
        33.287            253.816            8.6690
        33.287            253.840            8.6469
        33.287            253.864            8.6213
        33.287            253.888            8.5922
        33.303            253.262            8.1482
        33.303            253.286            8.2031
        33.303            253.310            8.2555
        33.303            253.334            8.3051
        33.303            253.358            8.3519
        33.303            253.382            8.3958
        33.303            253.406            8.4367
        33.303            253.431            8.4745
        33.303            253.455            8.5092
        33.303            253.479            8.5405
        33.303            253.503            8.5686
        33.303            253.527            8.5932
        33.303            253.551            8.6144
        33.303            253.575            8.6321
        33.303            253.599            8.6462
        33.303            253.623            8.6568
        33.303            253.647            8.6637
        33.303            253.671            8.6670
        33.303            253.695            8.6666
        33.303            253.719            8.6627
        33.303            253.744            8.6551
        33.303            253.768            8.6438
        33.303            253.792            8.6291
        33.303            253.816            8.6107
        33.303            253.840            8.5889
        33.303            253.864            8.5636
        33.303            253.888            8.5349
        33.319            253.262            8.0945
        33.319            253.286            8.1488
        33.319            253.310            8.2004
        33.319            253.334            8.2494
        33.319            253.358            8.2957
        33.319            253.382            8.3390
        33.319            253.406            8.3793
        33.319            253.431            8.4167
        33.319            253.455            8.4508
        33.319            253.479            8.4818
        33.319            253.503            8.5094
        33.319            253.527            8.5337
        33.319            253.551            8.5546
        33.319            253.575            8.5721
        33.319            253.599            8.5860
        33.319            253.623            8.5964
        33.319            253.647            8.6032
        33.319            253.671            8.6065
        33.319            253.695            8.6061
        33.319            253.719            8.6022
        33.319            253.744            8.5947
        33.319            253.768            8.5836
        33.319            253.792            8.5691
        33.319            253.816            8.5510
        33.319            253.840            8.5294
        33.319            253.864            8.5045
        33.319            253.888            8.4762
        33.335            253.262            8.0395
        33.335            253.286            8.0931
        33.335            253.310            8.1441
        33.335            253.334            8.1925
        33.335            253.358            8.2381
        33.335            253.382            8.2808
        33.335            253.406            8.3206
        33.335            253.431            8.3574
        33.335            253.455            8.3911
        33.335            253.479            8.4216
        33.335            253.503            8.4489
        33.335            253.527            8.4729
        33.335            253.551            8.4935
        33.335            253.575            8.5107
        33.335            253.599            8.5244
        33.335            253.623            8.5346
        33.335            253.647            8.5414
        33.335            253.671            8.5446
        33.335            253.695            8.5443
        33.335            253.719            8.5404
        33.335            253.744            8.5330
        33.335            253.768            8.5221
        33.335            253.792            8.5077
        33.335            253.816            8.4899
        33.335            253.840            8.4686
        33.335            253.864            8.4441
        33.335            253.888            8.4162
        33.350            253.262            7.9834
        33.350            253.286            8.0362
        33.350            253.310            8.0865
        33.350            253.334            8.1343
        33.350            253.358            8.1792
        33.350            253.382            8.2214
        33.350            253.406            8.2607
        33.350            253.431            8.2969
        33.350            253.455            8.3302
        33.350            253.479            8.3603
        33.350            253.503            8.3871
        33.350            253.527            8.4108
        33.350            253.551            8.4311
        33.350            253.575            8.4480
        33.350            253.599            8.4615
        33.350            253.623            8.4716
        33.350            253.647            8.4783
        33.350            253.671            8.4814
        33.350            253.695            8.4811
        33.350            253.719            8.4773
        33.350            253.744            8.4700
        33.350            253.768            8.4593
        33.350            253.792            8.4451
        33.350            253.816            8.4275
        33.350            253.840            8.4066
        33.350            253.864            8.3823
        33.350            253.888            8.3549
        33.366            253.262            7.9260
        33.366            253.286            7.9781
        33.366            253.310            8.0278
        33.366            253.334            8.0748
        33.366            253.358            8.1192
        33.366            253.382            8.1608
        33.366            253.406            8.1995
        33.366            253.431            8.2353
        33.366            253.455            8.2680
        33.366            253.479            8.2976
        33.366            253.503            8.3241
        33.366            253.527            8.3474
        33.366            253.551            8.3674
        33.366            253.575            8.3841
        33.366            253.599            8.3974
        33.366            253.623            8.4074
        33.366            253.647            8.4139
        33.366            253.671            8.4170
        33.366            253.695            8.4167
        33.366            253.719            8.4130
        33.366            253.744            8.4058
        33.366            253.768            8.3952
        33.366            253.792            8.3812
        33.366            253.816            8.3639
        33.366            253.840            8.3433
        33.366            253.864            8.3194
        33.366            253.888            8.2923
        33.382            253.262            7.8675
        33.382            253.286            7.9189
        33.382            253.310            7.9679
        33.382            253.334            8.0143
        33.382            253.358            8.0580
        33.382            253.382            8.0990
        33.382            253.406            8.1372
        33.382            253.431            8.1724
        33.382            253.455            8.2047
        33.382            253.479            8.2339
        33.382            253.503            8.2600
        33.382            253.527            8.2829
        33.382            253.551            8.3026
        33.382            253.575            8.3191
        33.382            253.599            8.3322
        33.382            253.623            8.3420
        33.382            253.647            8.3484
        33.382            253.671            8.3515
        33.382            253.695            8.3512
        33.382            253.719            8.3475
        33.382            253.744            8.3404
        33.382            253.768            8.3300
        33.382            253.792            8.3162
        33.382            253.816            8.2992
        33.382            253.840            8.2789
        33.382            253.864            8.2553
        33.382            253.888            8.2287
        33.398            253.262            7.8079
        33.398            253.286            7.8587
        33.398            253.310            7.9069
        33.398            253.334            7.9527
        33.398            253.358            7.9958
        33.398            253.382            8.0362
        33.398            253.406            8.0738
        33.398            253.431            8.1085
        33.398            253.455            8.1403
        33.398            253.479            8.1691
        33.398            253.503            8.1948
        33.398            253.527            8.2173
        33.398            253.551            8.2368
        33.398            253.575            8.2529
        33.398            253.599            8.2659
        33.398            253.623            8.2755
        33.398            253.647            8.2819
        33.398            253.671            8.2849
        33.398            253.695            8.2846
        33.398            253.719            8.2809
        33.398            253.744            8.2740
        33.398            253.768            8.2637
        33.398            253.792            8.2502
        33.398            253.816            8.2334
        33.398            253.840            8.2134
        33.398            253.864            8.1902
        33.398            253.888            8.1639
        33.414            253.262            7.7473
        33.414            253.286            7.7974
        33.414            253.310            7.8450
        33.414            253.334            7.8900
        33.414            253.358            7.9325
        33.414            253.382            7.9723
        33.414            253.406            8.0093
        33.414            253.431            8.0436
        33.414            253.455            8.0749
        33.414            253.479            8.1032
        33.414            253.503            8.1285
        33.414            253.527            8.1507
        33.414            253.551            8.1699
        33.414            253.575            8.1858
        33.414            253.599            8.1985
        33.414            253.623            8.2080
        33.414            253.647            8.2143
        33.414            253.671            8.2172
        33.414            253.695            8.2169
        33.414            253.719            8.2133
        33.414            253.744            8.2065
        33.414            253.768            8.1964
        33.414            253.792            8.1830
        33.414            253.816            8.1665
        33.414            253.840            8.1468
        33.414            253.864            8.1240
        33.414            253.888            8.0981
        33.430            253.262            7.6858
        33.430            253.286            7.7351
        33.430            253.310            7.7820
        33.430            253.334            7.8264
        33.430            253.358            7.8683
        33.430            253.382            7.9075
        33.430            253.406            7.9440
        33.430            253.431            7.9776
        33.430            253.455            8.0085
        33.430            253.479            8.0364
        33.430            253.503            8.0613
        33.430            253.527            8.0832
        33.430            253.551            8.1020
        33.430            253.575            8.1177
        33.430            253.599            8.1302
        33.430            253.623            8.1396
        33.430            253.647            8.1457
        33.430            253.671            8.1486
        33.430            253.695            8.1483
        33.430            253.719            8.1448
        33.430            253.744            8.1380
        33.430            253.768            8.1281
        33.430            253.792            8.1150
        33.430            253.816            8.0987
        33.430            253.840            8.0793
        33.430            253.864            8.0569
        33.430            253.888            8.0314
        33.446            253.262            7.6234
        33.446            253.286            7.6719
        33.446            253.310            7.7181
        33.446            253.334            7.7619
        33.446            253.358            7.8031
        33.446            253.382            7.8417
        33.446            253.406            7.8777
        33.446            253.431            7.9108
        33.446            253.455            7.9412
        33.446            253.479            7.9687
        33.446            253.503            7.9932
        33.446            253.527            8.0147
        33.446            253.551            8.0332
        33.446            253.575            8.0487
        33.446            253.599            8.0610
        33.446            253.623            8.0702
        33.446            253.647            8.0762
        33.446            253.671            8.0791
        33.446            253.695            8.0788
        33.446            253.719            8.0753
        33.446            253.744            8.0687
        33.446            253.768            8.0589
        33.446            253.792            8.0460
        33.446            253.816            8.0300
        33.446            253.840            8.0109
        33.446            253.864            7.9888
        33.446            253.888            7.9637
        33.462            253.262            7.5601
        33.462            253.286            7.6079
        33.462            253.310            7.6534
        33.462            253.334            7.6965
        33.462            253.358            7.7371
        33.462            253.382            7.7751
        33.462            253.406            7.8105
        33.462            253.431            7.8432
        33.462            253.455            7.8730
        33.462            253.479            7.9001
        33.462            253.503            7.9242
        33.462            253.527            7.9454
        33.462            253.551            7.9636
        33.462            253.575            7.9788
        33.462            253.599            7.9910
        33.462            253.623            8.0000
        33.462            253.647            8.0059
        33.462            253.671            8.0088
        33.462            253.695            8.0085
        33.462            253.719            8.0051
        33.462            253.744            7.9985
        33.462            253.768            7.9889
        33.462            253.792            7.9762
        33.462            253.816            7.9605
        33.462            253.840            7.9417
        33.462            253.864            7.9199
        33.462            253.888            7.8952
        33.478            253.262            7.4959
        33.478            253.286            7.5431
        33.478            253.310            7.5879
        33.478            253.334            7.6304
        33.478            253.358            7.6703
        33.478            253.382            7.7078
        33.478            253.406            7.7426
        33.478            253.431            7.7747
        33.478            253.455            7.8041
        33.478            253.479            7.8307
        33.478            253.503            7.8545
        33.478            253.527            7.8753
        33.478            253.551            7.8932
        33.478            253.575            7.9082
        33.478            253.599            7.9201
        33.478            253.623            7.9290
        33.478            253.647            7.9349
        33.478            253.671            7.9376
        33.478            253.695            7.9374
        33.478            253.719            7.9340
        33.478            253.744            7.9276
        33.478            253.768            7.9181
        33.478            253.792            7.9056
        33.478            253.816            7.8901
        33.478            253.840            7.8716
        33.478            253.864            7.8502
        33.478            253.888            7.8260
        33.494            253.262            7.4311
        33.494            253.286            7.4775
        33.494            253.310            7.5216
        33.494            253.334            7.5634
        33.494            253.358            7.6028
        33.494            253.382            7.6396
        33.494            253.406            7.6739
        33.494            253.431            7.7055
        33.494            253.455            7.7345
        33.494            253.479            7.7606
        33.494            253.503            7.7840
        33.494            253.527            7.8045
        33.494            253.551            7.8221
        33.494            253.575            7.8368
        33.494            253.599            7.8486
        33.494            253.623            7.8573
        33.494            253.647            7.8631
        33.494            253.671            7.8658
        33.494            253.695            7.8655
        33.494            253.719            7.8622
        33.494            253.744            7.8559
        33.494            253.768            7.8466
        33.494            253.792            7.8343
        33.494            253.816            7.8191
        33.494            253.840            7.8009
        33.494            253.864            7.7798
        33.494            253.888            7.7559
        33.510            253.262            7.3655
        33.510            253.286            7.4112
        33.510            253.310            7.4547
        33.510            253.334            7.4958
        33.510            253.358            7.5345
        33.510            253.382            7.5708
        33.510            253.406            7.6045
        33.510            253.431            7.6356
        33.510            253.455            7.6641
        33.510            253.479            7.6898
        33.510            253.503            7.7128
        33.510            253.527            7.7330
        33.510            253.551            7.7503
        33.510            253.575            7.7648
        33.510            253.599            7.7763
        33.510            253.623            7.7849
        33.510            253.647            7.7906
        33.510            253.671            7.7933
        33.510            253.695            7.7930
        33.510            253.719            7.7898
        33.510            253.744            7.7835
        33.510            253.768            7.7744
        33.510            253.792            7.7623
        33.510            253.816            7.7473
        33.510            253.840            7.7294
        33.510            253.864            7.7087
        33.510            253.888            7.6852
        33.526            253.262            7.2992
        33.526            253.286            7.3442
        33.526            253.310            7.3870
        33.526            253.334            7.4275
        33.526            253.358            7.4656
        33.526            253.382            7.5013
        33.526            253.406            7.5345
        33.526            253.431            7.5651
        33.526            253.455            7.5931
        33.526            253.479            7.6184
        33.526            253.503            7.6410
        33.526            253.527            7.6609
        33.526            253.551            7.6779
        33.526            253.575            7.6921
        33.526            253.599            7.7035
        33.526            253.623            7.7119
        33.526            253.647            7.7175
        33.526            253.671            7.7201
        33.526            253.695            7.7199
        33.526            253.719            7.7167
        33.526            253.744            7.7106
        33.526            253.768            7.7016
        33.526            253.792            7.6897
        33.526            253.816            7.6749
        33.526            253.840            7.6574
        33.526            253.864            7.6370
        33.526            253.888            7.6139
        33.542            253.262            7.2323
        33.542            253.286            7.2767
        33.542            253.310            7.3188
        33.542            253.334            7.3586
        33.542            253.358            7.3961
        33.542            253.382            7.4312
        33.542            253.406            7.4639
        33.542            253.431            7.4940
        33.542            253.455            7.5215
        33.542            253.479            7.5464
        33.542            253.503            7.5687
        33.542            253.527            7.5882
        33.542            253.551            7.6049
        33.542            253.575            7.6189
        33.542            253.599            7.6301
        33.542            253.623            7.6384
        33.542            253.647            7.6438
        33.542            253.671            7.6464
        33.542            253.695            7.6462
        33.542            253.719            7.6430
        33.542            253.744            7.6370
        33.542            253.768            7.6282
        33.542            253.792            7.6165
        33.542            253.816            7.6020
        33.542            253.840            7.5847
        33.542            253.864            7.5647
        33.542            253.888            7.5420
        33.558            253.262            7.1649
        33.558            253.286            7.2085
        33.558            253.310            7.2500
        33.558            253.334            7.2892
        33.558            253.358            7.3261
        33.558            253.382            7.3606
        33.558            253.406            7.3927
        33.558            253.431            7.4223
        33.558            253.455            7.4494
        33.558            253.479            7.4739
        33.558            253.503            7.4958
        33.558            253.527            7.5149
        33.558            253.551            7.5314
        33.558            253.575            7.5451
        33.558            253.599            7.5561
        33.558            253.623            7.5643
        33.558            253.647            7.5697
        33.558            253.671            7.5722
        33.558            253.695            7.5719
        33.558            253.719            7.5689
        33.558            253.744            7.5630
        33.558            253.768            7.5543
        33.558            253.792            7.5428
        33.558            253.816            7.5285
        33.558            253.840            7.5116
        33.558            253.864            7.4919
        33.558            253.888            7.4695
        33.574            253.262            7.0969
        33.574            253.286            7.1398
        33.574            253.310            7.1806
        33.574            253.334            7.2192
        33.574            253.358            7.2555
        33.574            253.382            7.2895
        33.574            253.406            7.3211
        33.574            253.431            7.3502
        33.574            253.455            7.3768
        33.574            253.479            7.4009
        33.574            253.503            7.4224
        33.574            253.527            7.4412
        33.574            253.551            7.4574
        33.574            253.575            7.4709
        33.574            253.599            7.4817
        33.574            253.623            7.4897
        33.574            253.647            7.4950
        33.574            253.671            7.4975
        33.574            253.695            7.4973
        33.574            253.719            7.4942
        33.574            253.744            7.4884
        33.574            253.768            7.4799
        33.574            253.792            7.4686
        33.574            253.816            7.4546
        33.574            253.840            7.4379
        33.574            253.864            7.4185
        33.574            253.888            7.3966
        33.589            253.262            7.0284
        33.589            253.286            7.0707
        33.589            253.310            7.1108
        33.589            253.334            7.1488
        33.589            253.358            7.1845
        33.589            253.382            7.2179
        33.589            253.406            7.2489
        33.589            253.431            7.2776
        33.589            253.455            7.3038
        33.589            253.479            7.3274
        33.589            253.503            7.3485
        33.589            253.527            7.3671
        33.589            253.551            7.3830
        33.589            253.575            7.3963
        33.589            253.599            7.4068
        33.589            253.623            7.4147
        33.589            253.647            7.4199
        33.589            253.671            7.4224
        33.589            253.695            7.4221
        33.589            253.719            7.4192
        33.589            253.744            7.4135
        33.589            253.768            7.4051
        33.589            253.792            7.3940
        33.589            253.816            7.3802
        33.589            253.840            7.3638
        33.589            253.864            7.3448
        33.589            253.888            7.3232
        33.605            253.262            6.9595
        33.605            253.286            7.0010
        33.605            253.310            7.0405
        33.605            253.334            7.0779
        33.605            253.358            7.1130
        33.605            253.382            7.1459
        33.605            253.406            7.1764
        33.605            253.431            7.2045
        33.605            253.455            7.2303
        33.605            253.479            7.2536
        33.605            253.503            7.2743
        33.605            253.527            7.2925
        33.605            253.551            7.3082
        33.605            253.575            7.3212
        33.605            253.599            7.3316
        33.605            253.623            7.3394
        33.605            253.647            7.3445
        33.605            253.671            7.3469
        33.605            253.695            7.3466
        33.605            253.719            7.3437
        33.605            253.744            7.3381
        33.605            253.768            7.3299
        33.605            253.792            7.3190
        33.605            253.816            7.3054
        33.605            253.840            7.2893
        33.605            253.864            7.2706
        33.605            253.888            7.2494
        33.621            253.262            6.8901
        33.621            253.286            6.9310
        33.621            253.310            6.9699
        33.621            253.334            7.0066
        33.621            253.358            7.0411
        33.621            253.382            7.0735
        33.621            253.406            7.1035
        33.621            253.431            7.1312
        33.621            253.455            7.1564
        33.621            253.479            7.1793
        33.621            253.503            7.1997
        33.621            253.527            7.2176
        33.621            253.551            7.2330
        33.621            253.575            7.2458
        33.621            253.599            7.2560
        33.621            253.623            7.2636
        33.621            253.647            7.2687
        33.621            253.671            7.2710
        33.621            253.695            7.2708
        33.621            253.719            7.2679
        33.621            253.744            7.2624
        33.621            253.768            7.2543
        33.621            253.792            7.2436
        33.621            253.816            7.2303
        33.621            253.840            7.2145
        33.621            253.864            7.1961
        33.621            253.888            7.1752
        33.637            253.262            6.8204
        33.637            253.286            6.8606
        33.637            253.310            6.8988
        33.637            253.334            6.9350
        33.637            253.358            6.9689
        33.637            253.382            7.0007
        33.637            253.406            7.0302
        33.637            253.431            7.0574
        33.637            253.455            7.0823
        33.637            253.479            7.1048
        33.637            253.503            7.1248
        33.637            253.527            7.1424
        33.637            253.551            7.1575
        33.637            253.575            7.1701
        33.637            253.599            7.1801
        33.637            253.623            7.1876
        33.637            253.647            7.1926
        33.637            253.671            7.1949
        33.637            253.695            7.1946
        33.637            253.719            7.1918
        33.637            253.744            7.1864
        33.637            253.768            7.1785
        33.637            253.792            7.1679
        33.637            253.816            7.1549
        33.637            253.840            7.1393
        33.637            253.864            7.1212
        33.637            253.888            7.1007
        33.653            253.262            6.7503
        33.653            253.286            6.7899
        33.653            253.310            6.8275
        33.653            253.334            6.8630
        33.653            253.358            6.8964
        33.653            253.382            6.9276
        33.653            253.406            6.9566
        33.653            253.431            6.9834
        33.653            253.455            7.0078
        33.653            253.479            7.0299
        33.653            253.503            7.0496
        33.653            253.527            7.0669
        33.653            253.551            7.0818
        33.653            253.575            7.0941
        33.653            253.599            7.1040
        33.653            253.623            7.1113
        33.653            253.647            7.1162
        33.653            253.671            7.1185
        33.653            253.695            7.1182
        33.653            253.719            7.1155
        33.653            253.744            7.1102
        33.653            253.768            7.1023
        33.653            253.792            7.0920
        33.653            253.816            7.0792
        33.653            253.840            7.0639
        33.653            253.864            7.0461
        33.653            253.888            7.0260
        33.669            253.262            6.6799
        33.669            253.286            6.7188
        33.669            253.310            6.7558
        33.669            253.334            6.7907
        33.669            253.358            6.8236
        33.669            253.382            6.8543
        33.669            253.406            6.8828
        33.669            253.431            6.9091
        33.669            253.455            6.9331
        33.669            253.479            6.9548
        33.669            253.503            6.9742
        33.669            253.527            6.9912
        33.669            253.551            7.0058
        33.669            253.575            7.0179
        33.669            253.599            7.0276
        33.669            253.623            7.0348
        33.669            253.647            7.0396
        33.669            253.671            7.0418
        33.669            253.695            7.0416
        33.669            253.719            7.0389
        33.669            253.744            7.0337
        33.669            253.768            7.0260
        33.669            253.792            7.0158
        33.669            253.816            7.0032
        33.669            253.840            6.9882
        33.669            253.864            6.9708
        33.669            253.888            6.9509
        33.685            253.262            6.6092
        33.685            253.286            6.6475
        33.685            253.310            6.6839
        33.685            253.334            6.7182
        33.685            253.358            6.7505
        33.685            253.382            6.7807
        33.685            253.406            6.8088
        33.685            253.431            6.8346
        33.685            253.455            6.8582
        33.685            253.479            6.8795
        33.685            253.503            6.8986
        33.685            253.527            6.9152
        33.685            253.551            6.9296
        33.685            253.575            6.9415
        33.685            253.599            6.9510
        33.685            253.623            6.9581
        33.685            253.647            6.9628
        33.685            253.671            6.9650
        33.685            253.695            6.9648
        33.685            253.719            6.9621
        33.685            253.744            6.9570
        33.685            253.768            6.9494
        33.685            253.792            6.9395
        33.685            253.816            6.9271
        33.685            253.840            6.9123
        33.685            253.864            6.8952
        33.685            253.888            6.8757
        33.701            253.262            6.5383
        33.701            253.286            6.5760
        33.701            253.310            6.6117
        33.701            253.334            6.6455
        33.701            253.358            6.6773
        33.701            253.382            6.7069
        33.701            253.406            6.7345
        33.701            253.431            6.7599
        33.701            253.455            6.7831
        33.701            253.479            6.8040
        33.701            253.503            6.8227
        33.701            253.527            6.8391
        33.701            253.551            6.8532
        33.701            253.575            6.8649
        33.701            253.599            6.8743
        33.701            253.623            6.8813
        33.701            253.647            6.8858
        33.701            253.671            6.8880
        33.701            253.695            6.8878
        33.701            253.719            6.8852
        33.701            253.744            6.8801
        33.701            253.768            6.8727
        33.701            253.792            6.8629
        33.701            253.816            6.8508
        33.701            253.840            6.8362
        33.701            253.864            6.8194
        33.701            253.888            6.8003
        33.717            253.262            6.4672
        33.717            253.286            6.5042
        33.717            253.310            6.5394
        33.717            253.334            6.5726
        33.717            253.358            6.6038
        33.717            253.382            6.6330
        33.717            253.406            6.6601
        33.717            253.431            6.6850
        33.717            253.455            6.7078
        33.717            253.479            6.7284
        33.717            253.503            6.7468
        33.717            253.527            6.7629
        33.717            253.551            6.7767
        33.717            253.575            6.7882
        33.717            253.599            6.7974
        33.717            253.623            6.8043
        33.717            253.647            6.8088
        33.717            253.671            6.8109
        33.717            253.695            6.8107
        33.717            253.719            6.8081
        33.717            253.744            6.8032
        33.717            253.768            6.7959
        33.717            253.792            6.7862
        33.717            253.816            6.7743
        33.717            253.840            6.7600
        33.717            253.864            6.7435
        33.717            253.888            6.7247
        33.733            253.262            6.3958
        33.733            253.286            6.4323
        33.733            253.310            6.4669
        33.733            253.334            6.4995
        33.733            253.358            6.5302
        33.733            253.382            6.5589
        33.733            253.406            6.5855
        33.733            253.431            6.6100
        33.733            253.455            6.6324
        33.733            253.479            6.6527
        33.733            253.503            6.6707
        33.733            253.527            6.6865
        33.733            253.551            6.7001
        33.733            253.575            6.7114
