"Access","Time (UTCG)","Noise Density (dBW/Hz)","S/T SNR1 (dB)","S/T PDet1","S/T Integrated SNR (dB)","S/T Integrated PDet","S/T Pulses Integrated","S/T Integration Time (sec)","S/T Dwell Time (sec)","S/T Noise Bandwidth (MHz)","S/T Noise Power (dBW)","S/T Ambig Tgt Velocity (m/s)","S/T Ambig MLC Velocity (m/s)","S/T Ambig Tgt Range (km)","S/T Integ. Det. Thresh. (dB)","S/T Integ. CFAR Multiple"
1,1 May 2024 19:49:38.000,-203.975159,20.8975,1.000000,20.8975,1.000000,1,0.0000,0.0003,30.000,-129.204,-12.208,0.000,39.921835,9.6428,0.000000
1,1 May 2024 19:49:41.000,-203.975159,21.2108,1.000000,21.2108,1.000000,1,0.0000,0.0003,30.000,-129.204,-12.541,0.000,39.208419,9.6428,0.000000
1,1 May 2024 19:49:44.000,-203.975159,21.5293,1.000000,21.5293,1.000000,1,0.0000,0.0003,30.000,-129.204,-12.893,0.000,38.496032,9.6428,0.000000
1,1 May 2024 19:49:47.000,-203.975159,21.8533,1.000000,21.8533,1.000000,1,0.0000,0.0003,30.000,-129.204,-13.265,0.000,37.784731,9.6428,0.000000
1,1 May 2024 19:49:50.000,-203.975159,22.1829,1.000000,22.1829,1.000000,1,0.0000,0.0002,30.000,-129.204,-13.658,0.000,37.074580,9.6428,0.000000
1,1 May 2024 19:49:53.000,-203.975159,22.5183,1.000000,22.5183,1.000000,1,0.0000,0.0002,30.000,-129.204,-14.075,0.000,36.365646,9.6428,0.000000
1,1 May 2024 19:49:56.000,-203.975159,22.8597,1.000000,22.8597,1.000000,1,0.0000,0.0002,30.000,-129.204,-14.517,0.000,35.658001,9.6428,0.000000
1,1 May 2024 19:49:59.000,-203.975159,23.2072,1.000000,23.2072,1.000000,1,0.0000,0.0002,30.000,-129.204,-14.986,0.000,34.951724,9.6428,0.000000
1,1 May 2024 19:50:02.000,-203.975159,23.5611,1.000000,23.5611,1.000000,1,0.0000,0.0002,30.000,-129.204,-15.484,0.000,34.246899,9.6428,0.000000
1,1 May 2024 19:50:05.000,-203.975159,23.9215,1.000000,23.9215,1.000000,1,0.0000,0.0002,30.000,-129.204,-16.014,0.000,33.543618,9.6428,0.000000
1,1 May 2024 19:50:08.000,-203.975159,24.2888,1.000000,24.2888,1.000000,1,0.0000,0.0002,30.000,-129.204,-16.579,0.000,32.841981,9.6428,0.000000
1,1 May 2024 19:50:11.000,-203.975159,24.6630,1.000000,24.6630,1.000000,1,0.0000,0.0002,30.000,-129.204,-17.181,0.000,32.142094,9.6428,0.000000
1,1 May 2024 19:50:14.000,-203.975159,25.0444,1.000000,25.0444,1.000000,1,0.0000,0.0002,30.000,-129.204,-17.823,0.000,31.444076,9.6428,0.000000
1,1 May 2024 19:50:17.000,-203.975159,25.4332,1.000000,25.4332,1.000000,1,0.0000,0.0002,30.000,-129.204,-18.509,0.000,30.748053,9.6428,0.000000
1,1 May 2024 19:50:20.000,-203.975159,25.8298,1.000000,25.8298,1.000000,1,0.0000,0.0002,30.000,-129.204,-19.244,0.000,30.054163,9.6428,0.000000
1,1 May 2024 19:50:23.000,-203.975159,26.2342,1.000000,26.2342,1.000000,1,0.0000,0.0002,30.000,-129.204,-20.031,0.000,29.362559,9.6428,0.000000
1,1 May 2024 19:50:26.000,-203.975159,26.6468,1.000000,26.6468,1.000000,1,0.0000,0.0002,30.000,-129.204,-20.876,0.000,28.673405,9.6428,0.000000
1,1 May 2024 19:50:29.000,-203.975159,27.0678,1.000000,27.0678,1.000000,1,0.0000,0.0002,30.000,-129.204,-21.784,0.000,27.986883,9.6428,0.000000
1,1 May 2024 19:50:32.000,-203.975159,27.4974,1.000000,27.4974,1.000000,1,0.0000,0.0002,30.000,-129.204,-22.762,0.000,27.303192,9.6428,0.000000
1,1 May 2024 19:50:35.000,-203.975159,27.9360,1.000000,27.9360,1.000000,1,0.0000,0.0002,30.000,-129.204,-23.815,0.000,26.622549,9.6428,0.000000
1,1 May 2024 19:50:38.000,-203.975159,28.3837,1.000000,28.3837,1.000000,1,0.0000,0.0002,30.000,-129.204,-24.952,0.000,25.945194,9.6428,0.000000
1,1 May 2024 19:50:41.000,-203.975159,28.8408,1.000000,28.8408,1.000000,1,0.0000,0.0002,30.000,-129.204,-26.182,0.000,25.271392,9.6428,0.000000
1,1 May 2024 19:50:44.000,-203.975159,29.3076,1.000000,29.3076,1.000000,1,0.0000,0.0002,30.000,-129.204,-27.513,0.000,24.601435,9.6428,0.000000
1,1 May 2024 19:50:47.000,-203.975159,29.7842,1.000000,29.7842,1.000000,1,0.0000,0.0002,30.000,-129.204,-28.958,0.000,23.935645,9.6428,0.000000
1,1 May 2024 19:50:50.000,-203.975159,30.2709,1.000000,30.2709,1.000000,1,0.0000,0.0002,30.000,-129.204,-30.528,0.000,23.274382,9.6428,0.000000
1,1 May 2024 19:50:53.000,-203.975159,30.7678,1.000000,30.7678,1.000000,1,0.0000,0.0002,30.000,-129.204,30.220,0.000,22.618040,9.6428,0.000000
1,1 May 2024 19:50:56.000,-203.975159,31.2751,1.000000,31.2751,1.000000,1,0.0000,0.0001,30.000,-129.204,28.356,0.000,21.967063,9.6428,0.000000
1,1 May 2024 19:50:59.000,-203.975159,31.7929,1.000000,31.7929,1.000000,1,0.0000,0.0001,30.000,-129.204,26.319,0.000,21.321940,9.6428,0.000000
1,1 May 2024 19:50:59.935,-203.975159,31.9565,1.000000,31.9565,1.000000,1,0.0000,0.0001,30.000,-129.204,25.646,0.000,21.122094,9.6428,0.000000
2,1 May 2024 19:53:28.300,-203.975159,31.8806,1.000000,31.8806,1.000000,1,0.0000,0.0001,30.000,-129.204,-25.999,0.000,21.214640,9.6428,0.000000
2,1 May 2024 19:53:31.000,-203.975159,31.4125,1.000000,31.4125,1.000000,1,0.0000,0.0001,30.000,-129.204,-27.869,0.000,21.794077,9.6428,0.000000
2,1 May 2024 19:53:34.000,-203.975159,30.9022,1.000000,30.9022,1.000000,1,0.0000,0.0001,30.000,-129.204,-29.778,0.000,22.443695,9.6428,0.000000
2,1 May 2024 19:53:37.000,-203.975159,30.4024,1.000000,30.4024,1.000000,1,0.0000,0.0002,30.000,-129.204,30.928,0.000,23.098807,9.6428,0.000000
2,1 May 2024 19:53:40.000,-203.975159,29.9129,1.000000,29.9129,1.000000,1,0.0000,0.0002,30.000,-129.204,29.321,0.000,23.758958,9.6428,0.000000
2,1 May 2024 19:53:43.000,-203.975159,29.4335,1.000000,29.4335,1.000000,1,0.0000,0.0002,30.000,-129.204,27.843,0.000,24.423740,9.6428,0.000000
2,1 May 2024 19:53:46.000,-203.975159,28.9640,1.000000,28.9640,1.000000,1,0.0000,0.0002,30.000,-129.204,26.482,0.000,25.092784,9.6428,0.000000
2,1 May 2024 19:53:49.000,-203.975159,28.5043,1.000000,28.5043,1.000000,1,0.0000,0.0002,30.000,-129.204,25.225,0.000,25.765760,9.6428,0.000000
2,1 May 2024 19:53:52.000,-203.975159,28.0540,1.000000,28.0540,1.000000,1,0.0000,0.0002,30.000,-129.204,24.063,0.000,26.442365,9.6428,0.000000
2,1 May 2024 19:53:55.000,-203.975159,27.6129,1.000000,27.6129,1.000000,1,0.0000,0.0002,30.000,-129.204,22.988,0.000,27.122330,9.6428,0.000000
2,1 May 2024 19:53:58.000,-203.975159,27.1808,1.000000,27.1808,1.000000,1,0.0000,0.0002,30.000,-129.204,21.990,0.000,27.805406,9.6428,0.000000
2,1 May 2024 19:54:01.000,-203.975159,26.7574,1.000000,26.7574,1.000000,1,0.0000,0.0002,30.000,-129.204,21.063,0.000,28.491372,9.6428,0.000000
2,1 May 2024 19:54:04.000,-203.975159,26.3425,1.000000,26.3425,1.000000,1,0.0000,0.0002,30.000,-129.204,20.202,0.000,29.180022,9.6428,0.000000
2,1 May 2024 19:54:07.000,-203.975159,25.9359,1.000000,25.9359,1.000000,1,0.0000,0.0002,30.000,-129.204,19.399,0.000,29.871171,9.6428,0.000000
2,1 May 2024 19:54:10.000,-203.975159,25.5372,1.000000,25.5372,1.000000,1,0.0000,0.0002,30.000,-129.204,18.650,0.000,30.564651,9.6428,0.000000
2,1 May 2024 19:54:13.000,-203.975159,25.1462,1.000000,25.1462,1.000000,1,0.0000,0.0002,30.000,-129.204,17.950,0.000,31.260307,9.6428,0.000000
2,1 May 2024 19:54:16.000,-203.975159,24.7628,1.000000,24.7628,1.000000,1,0.0000,0.0002,30.000,-129.204,17.296,0.000,31.957996,9.6428,0.000000
2,1 May 2024 19:54:19.000,-203.975159,24.3866,1.000000,24.3866,1.000000,1,0.0000,0.0002,30.000,-129.204,16.683,0.000,32.657589,9.6428,0.000000
2,1 May 2024 19:54:22.000,-203.975159,24.0175,1.000000,24.0175,1.000000,1,0.0000,0.0002,30.000,-129.204,16.109,0.000,33.358963,9.6428,0.000000
2,1 May 2024 19:54:25.000,-203.975159,23.6551,1.000000,23.6551,1.000000,1,0.0000,0.0002,30.000,-129.204,15.569,0.000,34.062010,9.6428,0.000000
2,1 May 2024 19:54:28.000,-203.975159,23.2995,1.000000,23.2995,1.000000,1,0.0000,0.0002,30.000,-129.204,15.062,0.000,34.766629,9.6428,0.000000
2,1 May 2024 19:54:31.000,-203.975159,22.9502,1.000000,22.9502,1.000000,1,0.0000,0.0002,30.000,-129.204,14.585,0.000,35.472726,9.6428,0.000000
2,1 May 2024 19:54:34.000,-203.975159,22.6071,1.000000,22.6071,1.000000,1,0.0000,0.0002,30.000,-129.204,14.136,0.000,36.180212,9.6428,0.000000
2,1 May 2024 19:54:37.000,-203.975159,22.2701,1.000000,22.2701,1.000000,1,0.0000,0.0002,30.000,-129.204,13.712,0.000,36.889011,9.6428,0.000000
2,1 May 2024 19:54:40.000,-203.975159,21.9389,1.000000,21.9389,1.000000,1,0.0000,0.0003,30.000,-129.204,13.312,0.000,37.599047,9.6428,0.000000
2,1 May 2024 19:54:43.000,-203.975159,21.6134,1.000000,21.6134,1.000000,1,0.0000,0.0003,30.000,-129.204,12.934,0.000,38.310250,9.6428,0.000000
2,1 May 2024 19:54:46.000,-203.975159,21.2933,1.000000,21.2933,1.000000,1,0.0000,0.0003,30.000,-129.204,12.576,0.000,39.022558,9.6428,0.000000
2,1 May 2024 19:54:49.000,-203.975159,20.9786,1.000000,20.9786,1.000000,1,0.0000,0.0003,30.000,-129.204,12.238,0.000,39.735911,9.6428,0.000000
2,1 May 2024 19:54:52.000,-203.975159,20.6691,1.000000,20.6691,1.000000,1,0.0000,0.0003,30.000,-129.204,11.917,0.000,40.450254,9.6428,0.000000
2,1 May 2024 19:54:55.000,-203.975159,20.3646,1.000000,20.3646,1.000000,1,0.0000,0.0003,30.000,-129.204,11.613,0.000,41.165536,9.6428,0.000000
2,1 May 2024 19:54:58.000,-203.975159,20.0650,1.000000,20.0650,1.000000,1,0.0000,0.0003,30.000,-129.204,11.324,0.000,41.881707,9.6428,0.000000
2,1 May 2024 19:55:01.000,-203.975159,19.7701,1.000000,19.7701,1.000000,1,0.0000,0.0003,30.000,-129.204,11.050,0.000,42.598724,9.6428,0.000000
2,1 May 2024 19:55:04.000,-203.975159,19.4798,1.000000,19.4798,1.000000,1,0.0000,0.0003,30.000,-129.204,10.789,0.000,43.316544,9.6428,0.000000
2,1 May 2024 19:55:07.000,-203.975159,19.1940,1.000000,19.1940,1.000000,1,0.0000,0.0003,30.000,-129.204,10.541,0.000,44.035128,9.6428,0.000000
2,1 May 2024 19:55:10.000,-203.975159,18.9125,1.000000,18.9125,1.000000,1,0.0000,0.0003,30.000,-129.204,10.305,0.000,44.754440,9.6428,0.000000
2,1 May 2024 19:55:13.000,-203.975159,18.6352,1.000000,18.6352,1.000000,1,0.0000,0.0003,30.000,-129.204,10.080,0.000,45.474444,9.6428,0.000000
2,1 May 2024 19:55:16.000,-203.975159,18.3621,1.000000,18.3621,1.000000,1,0.0000,0.0003,30.000,-129.204,9.865,0.000,46.195109,9.6428,0.000000
2,1 May 2024 19:55:19.000,-203.975159,18.0930,1.000000,18.0930,1.000000,1,0.0000,0.0003,30.000,-129.204,9.660,0.000,46.916405,9.6428,0.000000
2,1 May 2024 19:55:22.000,-203.975159,17.8277,1.000000,17.8277,1.000000,1,0.0000,0.0003,30.000,-129.204,9.464,0.000,47.638301,9.6428,0.000000
2,1 May 2024 19:55:25.000,-203.975159,17.5662,1.000000,17.5662,1.000000,1,0.0000,0.0003,30.000,-129.204,9.277,0.000,48.360772,9.6428,0.000000
2,1 May 2024 19:55:28.000,-203.975159,17.3084,1.000000,17.3084,1.000000,1,0.0000,0.0003,30.000,-129.204,9.099,0.000,49.083792,9.6428,0.000000
2,1 May 2024 19:55:31.000,-203.975159,17.0542,1.000000,17.0542,1.000000,1,0.0000,0.0003,30.000,-129.204,8.928,0.000,49.807338,9.6428,0.000000
2,1 May 2024 19:55:34.000,-203.975159,16.8035,1.000000,16.8035,1.000000,1,0.0000,0.0003,30.000,-129.204,8.764,0.000,50.531387,9.6428,0.000000
2,1 May 2024 19:55:37.000,-203.975159,16.5562,1.000000,16.5562,1.000000,1,0.0000,0.0003,30.000,-129.204,8.607,0.000,51.255917,9.6428,0.000000
2,1 May 2024 19:55:40.000,-203.975159,16.3122,1.000000,16.3122,1.000000,1,0.0000,0.0003,30.000,-129.204,8.457,0.000,51.980908,9.6428,0.000000
2,1 May 2024 19:55:43.000,-203.975159,16.0714,0.999999,16.0714,0.999999,1,0.0000,0.0004,30.000,-129.204,8.312,0.000,52.706341,9.6428,0.000000
2,1 May 2024 19:55:46.000,-203.975159,15.8338,0.999997,18.8441,1.000000,2,0.0010,0.0014,30.000,-129.204,8.174,0.000,53.432198,10.7042,0.000000
2,1 May 2024 19:55:49.000,-203.975159,15.5993,0.999992,18.6096,1.000000,2,0.0010,0.0014,30.000,-129.204,8.041,0.000,54.158463,10.7042,0.000000
2,1 May 2024 19:55:52.000,-203.975159,15.3678,0.999978,18.3781,1.000000,2,0.0010,0.0014,30.000,-129.204,7.914,0.000,54.885118,10.7042,0.000000
2,1 May 2024 19:55:55.000,-203.975159,15.1392,0.999946,18.1495,1.000000,2,0.0010,0.0014,30.000,-129.204,7.791,0.000,55.612149,10.7042,0.000000
2,1 May 2024 19:55:58.000,-203.975159,14.9134,0.999877,17.9237,1.000000,2,0.0010,0.0014,30.000,-129.204,7.673,0.000,56.339542,10.7042,0.000000
2,1 May 2024 19:56:01.000,-203.975159,14.6905,0.999739,17.7008,1.000000,2,0.0010,0.0014,30.000,-129.204,7.559,0.000,57.067283,10.7042,0.000000
2,1 May 2024 19:56:04.000,-203.975159,14.4702,0.999477,17.4805,1.000000,2,0.0010,0.0014,30.000,-129.204,7.450,0.000,57.795357,10.7042,0.000000
2,1 May 2024 19:56:07.000,-203.975159,14.2527,0.999012,17.2630,1.000000,2,0.0010,0.0014,30.000,-129.204,7.345,0.000,58.523754,10.7042,0.000000
2,1 May 2024 19:56:10.000,-203.975159,14.0377,0.998232,17.0480,1.000000,2,0.0010,0.0014,30.000,-129.204,7.244,0.000,59.252460,10.7042,0.000000
2,1 May 2024 19:56:13.000,-203.975159,13.8253,0.996984,16.8356,1.000000,2,0.0010,0.0014,30.000,-129.204,7.146,0.000,59.981466,10.7042,0.000000
2,1 May 2024 19:56:16.000,-203.975159,13.6153,0.995079,16.6256,1.000000,2,0.0010,0.0014,30.000,-129.204,7.052,0.000,60.710759,10.7042,0.000000
2,1 May 2024 19:56:19.000,-203.975159,13.4078,0.992291,16.4181,0.999999,2,0.0010,0.0014,30.000,-129.204,6.961,0.000,61.440331,10.7042,0.000000
2,1 May 2024 19:56:22.000,-203.975159,13.2027,0.988369,16.2130,0.999997,2,0.0010,0.0014,30.000,-129.204,6.874,0.000,62.170170,10.7042,0.000000
2,1 May 2024 19:56:25.000,-203.975159,12.9998,0.983042,16.0101,0.999992,2,0.0010,0.0014,30.000,-129.204,6.789,0.000,62.900268,10.7042,0.000000
2,1 May 2024 19:56:28.000,-203.975159,12.7993,0.976040,17.5705,1.000000,3,0.0020,0.0024,30.000,-129.204,6.707,0.000,63.630616,11.4389,0.000000
2,1 May 2024 19:56:31.000,-203.975159,12.6010,0.966515,17.3722,1.000000,3,0.0020,0.0024,30.000,-129.204,6.628,0.000,64.361206,11.4389,0.000000
2,1 May 2024 19:56:34.000,-203.975159,12.4048,0.955483,17.1760,1.000000,3,0.0020,0.0024,30.000,-129.204,6.552,0.000,65.092028,11.4389,0.000000
2,1 May 2024 19:56:37.000,-203.975159,12.2108,0.942110,16.9820,1.000000,3,0.0020,0.0024,30.000,-129.204,6.478,0.000,65.823076,11.4389,0.000000
2,1 May 2024 19:56:40.000,-203.975159,12.0189,0.926286,16.7901,0.999999,3,0.0020,0.0024,30.000,-129.204,6.407,0.000,66.554343,11.4389,0.000000
2,1 May 2024 19:56:43.000,-203.975159,11.8290,0.907969,16.6002,0.999998,3,0.0020,0.0024,30.000,-129.204,6.338,0.000,67.285820,11.4389,0.000000
2,1 May 2024 19:56:46.000,-203.975159,11.6411,0.887184,16.4123,0.999995,3,0.0020,0.0025,30.000,-129.204,6.271,0.000,68.017501,11.4389,0.000000
2,1 May 2024 19:56:49.000,-203.975159,11.4552,0.864024,16.2264,0.999989,3,0.0020,0.0025,30.000,-129.204,6.206,0.000,68.749380,11.4389,0.000000
2,1 May 2024 19:56:52.000,-203.975159,11.2712,0.838641,16.0424,0.999974,3,0.0020,0.0025,30.000,-129.204,6.143,0.000,69.481450,11.4389,0.000000
2,1 May 2024 19:56:55.000,-203.975159,11.0891,0.811242,17.1097,1.000000,4,0.0030,0.0035,30.000,-129.204,6.083,0.000,70.213706,12.0173,0.000000
2,1 May 2024 19:56:58.000,-203.975159,10.9088,0.782069,16.9294,0.999999,4,0.0030,0.0035,30.000,-129.204,6.024,0.000,70.946142,12.0173,0.000000
2,1 May 2024 19:57:01.000,-203.975159,10.7303,0.752055,16.7509,0.999997,4,0.0030,0.0035,30.000,-129.204,5.967,0.000,71.678752,12.0173,0.000000
2,1 May 2024 19:57:04.000,-203.975159,10.5536,0.720333,16.5742,0.999994,4,0.0030,0.0035,30.000,-129.204,5.911,0.000,72.411530,12.0173,0.000000
2,1 May 2024 19:57:07.000,-203.975159,10.3787,0.687730,16.3993,0.999985,4,0.0030,0.0035,30.000,-129.204,5.857,0.000,73.144473,12.0173,0.000000
2,1 May 2024 19:57:10.000,-203.975159,10.2054,0.655228,16.2260,0.999969,4,0.0030,0.0035,30.000,-129.204,5.805,0.000,73.877575,12.0173,0.000000
2,1 May 2024 19:57:13.000,-203.975159,10.0339,0.621930,16.0545,0.999935,4,0.0030,0.0035,30.000,-129.204,5.755,0.000,74.610831,12.0173,0.000000
2,1 May 2024 19:57:16.000,-203.975159,9.8639,0.589228,16.8536,0.999996,5,0.0040,0.0045,30.000,-129.204,5.706,0.000,75.344235,12.4987,0.000000
2,1 May 2024 19:57:19.000,-203.975159,9.6956,0.556339,16.6853,0.999991,5,0.0040,0.0045,30.000,-129.204,5.658,0.000,76.077784,12.4987,0.000000
2,1 May 2024 19:57:22.000,-203.975159,9.5289,0.524485,16.5186,0.999980,5,0.0040,0.0045,30.000,-129.204,5.611,0.000,76.811474,12.4987,0.000000
2,1 May 2024 19:57:25.000,-203.975159,9.3637,0.492899,16.3534,0.999958,5,0.0040,0.0045,30.000,-129.204,5.566,0.000,77.545301,12.4987,0.000000
2,1 May 2024 19:57:28.000,-203.975159,9.2001,0.462698,16.1898,0.999917,5,0.0040,0.0045,30.000,-129.204,5.523,0.000,78.279263,12.4987,0.000000
2,1 May 2024 19:57:31.000,-203.975159,9.0379,0.433062,16.0276,0.999843,5,0.0040,0.0045,30.000,-129.204,5.480,0.000,79.013354,12.4987,0.000000
2,1 May 2024 19:57:34.000,-203.975159,8.8772,0.405070,16.6587,0.999977,6,0.0050,0.0055,30.000,-129.204,5.439,0.000,79.747571,12.9161,0.000000
2,1 May 2024 19:57:37.000,-203.975159,8.7180,0.377787,16.4995,0.999953,6,0.0050,0.0055,30.000,-129.204,5.398,0.000,80.481911,12.9161,0.000000
2,1 May 2024 19:57:40.000,-203.975159,8.5602,0.352334,16.3417,0.999910,6,0.0050,0.0055,30.000,-129.204,5.359,0.000,81.216371,12.9161,0.000000
2,1 May 2024 19:57:43.000,-203.975159,8.4038,0.327591,16.1853,0.999832,6,0.0050,0.0055,30.000,-129.204,5.321,0.000,81.950947,12.9161,0.000000
2,1 May 2024 19:57:46.000,-203.975159,8.2487,0.304820,16.0302,0.999700,6,0.0050,0.0056,30.000,-129.204,5.284,0.000,82.685636,12.9161,0.000000
2,1 May 2024 19:57:49.000,-203.975159,8.0950,0.283292,16.5460,0.999928,7,0.0060,0.0066,30.000,-129.204,5.247,0.000,83.420435,13.2822,0.000000
2,1 May 2024 19:57:52.000,-203.975159,7.9427,0.262540,16.3936,0.999865,7,0.0060,0.0066,30.000,-129.204,5.212,0.000,84.155342,13.2822,0.000000
2,1 May 2024 19:57:55.000,-203.975159,7.7916,0.243642,16.2426,0.999758,7,0.0060,0.0066,30.000,-129.204,5.178,0.000,84.890353,13.2822,0.000000
2,1 May 2024 19:57:58.000,-203.975159,7.6418,0.225917,16.0928,0.999581,7,0.0060,0.0066,30.000,-129.204,5.144,0.000,85.625466,13.2822,0.000000
2,1 May 2024 19:58:01.000,-203.975159,7.4933,0.208868,16.5242,0.999862,8,0.0070,0.0076,30.000,-129.204,5.112,0.000,86.360679,13.6104,0.000000
2,1 May 2024 19:58:04.000,-203.975159,7.3460,0.193531,16.3769,0.999754,8,0.0070,0.0076,30.000,-129.204,5.080,0.000,87.095988,13.6104,0.000000
2,1 May 2024 19:58:07.000,-203.975159,7.1999,0.179226,16.2308,0.999578,8,0.0070,0.0076,30.000,-129.204,5.049,0.000,87.831391,13.6104,0.000000
2,1 May 2024 19:58:10.000,-203.975159,7.0551,0.165398,16.0860,0.999300,8,0.0070,0.0076,30.000,-129.204,5.019,0.000,88.566887,13.6104,0.000000
2,1 May 2024 19:58:13.000,-203.975159,6.9114,0.153162,16.4538,0.999703,9,0.0080,0.0086,30.000,-129.204,4.989,0.000,89.302472,13.9085,0.000000
2,1 May 2024 19:58:16.000,-203.975159,6.7689,0.141788,16.3113,0.999500,9,0.0080,0.0086,30.000,-129.204,4.961,0.000,90.038145,13.9085,0.000000
2,1 May 2024 19:58:19.000,-203.975159,6.6275,0.130624,16.1699,0.999184,9,0.0080,0.0086,30.000,-129.204,4.932,0.000,90.773903,13.9085,0.000000
2,1 May 2024 19:58:22.000,-203.975159,6.4872,0.120992,16.0297,0.998709,9,0.0080,0.0086,30.000,-129.204,4.905,0.000,91.509745,13.9085,0.000000
2,1 May 2024 19:58:25.000,-203.975159,6.3481,0.112054,16.3481,0.999334,10,0.0090,0.0096,30.000,-129.204,4.878,0.000,92.245668,14.1821,0.000000
2,1 May 2024 19:58:28.000,-203.975159,6.2100,0.103773,16.2100,0.998938,10,0.0090,0.0096,30.000,-129.204,4.852,0.000,92.981670,14.1821,0.000000
2,1 May 2024 19:58:31.000,-203.975159,6.0731,0.096108,16.0731,0.998352,10,0.0090,0.0096,30.000,-129.204,4.827,0.000,93.717750,14.1821,0.000000
2,1 May 2024 19:58:34.000,-203.975159,5.9371,0.088549,16.3511,0.999039,11,0.0100,0.0106,30.000,-129.204,4.802,0.000,94.453906,14.4353,0.000000
2,1 May 2024 19:58:37.000,-203.975159,5.8023,0.082108,16.2162,0.998505,11,0.0100,0.0106,30.000,-129.204,4.777,0.000,95.190136,14.4353,0.000000
2,1 May 2024 19:58:40.000,-203.975159,5.6684,0.076146,16.0823,0.997737,11,0.0100,0.0106,30.000,-129.204,4.754,0.000,95.926438,14.4353,0.000000
2,1 May 2024 19:58:43.000,-203.975159,5.5356,0.070631,16.3274,0.998547,12,0.0110,0.0116,30.000,-129.204,4.730,0.000,96.662812,14.6689,0.000000
2,1 May 2024 19:58:46.000,-203.975159,5.4037,0.064998,16.1955,0.997804,12,0.0110,0.0116,30.000,-129.204,4.708,0.000,97.399253,14.6689,0.000000
2,1 May 2024 19:58:49.000,-203.975159,5.2728,0.060399,16.0647,0.996761,12,0.0110,0.0117,30.000,-129.204,4.685,0.000,98.135760,14.6689,0.000000
2,1 May 2024 19:58:52.000,-203.975159,5.1429,0.056137,16.2824,0.997718,13,0.0120,0.0127,30.000,-129.204,4.664,0.000,98.872333,14.8898,0.000000
2,1 May 2024 19:58:55.000,-203.975159,5.0140,0.052192,16.1534,0.996652,13,0.0120,0.0127,30.000,-129.204,4.642,0.000,99.608972,14.8898,0.000000
2,1 May 2024 19:58:58.000,-203.975159,4.8860,0.048541,16.0254,0.995199,13,0.0120,0.0127,30.000,-129.204,4.622,0.000,100.345673,14.8898,0.000000
2,1 May 2024 19:59:01.000,-203.975159,4.7589,0.045164,16.2202,0.996396,14,0.0130,0.0137,30.000,-129.204,4.601,0.000,101.082436,15.0955,0.000000
2,1 May 2024 19:59:04.000,-203.975159,4.6327,0.041600,16.0940,0.994866,14,0.0130,0.0137,30.000,-129.204,4.581,0.000,101.819259,15.0955,0.000000
2,1 May 2024 19:59:07.000,-203.975159,4.5075,0.038793,16.2684,0.995941,15,0.0140,0.0147,30.000,-129.204,4.562,0.000,102.556142,15.2918,0.000000
2,1 May 2024 19:59:10.000,-203.975159,4.3831,0.036189,16.1440,0.994268,15,0.0140,0.0147,30.000,-129.204,4.543,0.000,103.293083,15.2918,0.000000
2,1 May 2024 19:59:13.000,-203.975159,4.2596,0.033774,16.0205,0.992070,15,0.0140,0.0147,30.000,-129.204,4.524,0.000,104.030080,15.2918,0.000000
2,1 May 2024 19:59:16.000,-203.975159,4.1369,0.031534,16.1781,0.993432,16,0.0150,0.0157,30.000,-129.204,4.506,0.000,104.767133,15.4767,0.000000
2,1 May 2024 19:59:19.000,-203.975159,4.0151,0.029457,16.0563,0.990084,16,0.0150,0.0157,30.000,-129.204,4.488,0.000,105.504241,15.4767,0.000000
2,1 May 2024 19:59:22.000,-203.975159,3.8942,0.027106,16.1987,0.991539,17,0.0160,0.0167,30.000,-129.204,4.471,0.000,106.241401,15.6511,0.000000
2,1 May 2024 19:59:25.000,-203.975159,3.7741,0.025391,16.0785,0.988951,17,0.0160,0.0167,30.000,-129.204,4.453,0.000,106.978614,15.6511,0.000000
2,1 May 2024 19:59:28.000,-203.975159,3.6547,0.023794,16.2075,0.990017,18,0.0170,0.0177,30.000,-129.204,4.437,0.000,107.715877,15.8185,0.000000
2,1 May 2024 19:59:31.000,-203.975159,3.5362,0.022307,16.0890,0.987046,18,0.0170,0.0177,30.000,-129.204,4.420,0.000,108.453191,15.8185,0.000000
2,1 May 2024 19:59:34.000,-203.975159,3.4185,0.020923,16.2061,0.988113,19,0.0180,0.0187,30.000,-129.204,4.404,0.000,109.190554,15.9783,0.000000
2,1 May 2024 19:59:37.000,-203.975159,3.3016,0.019634,16.0891,0.984666,19,0.0180,0.0187,30.000,-129.204,4.388,0.000,109.927964,15.9783,0.000000
2,1 May 2024 19:59:40.000,-203.975159,3.1855,0.018435,16.1958,0.985719,20,0.0190,0.0197,30.000,-129.204,4.373,0.000,110.665422,16.1315,0.000000
2,1 May 2024 19:59:43.000,-203.975159,3.0701,0.017318,16.0804,0.981694,20,0.0190,0.0197,30.000,-129.204,4.358,0.000,111.402926,16.1315,0.000000
2,1 May 2024 19:59:46.000,-203.975159,2.9554,0.016278,16.1776,0.982756,21,0.0200,0.0207,30.000,-129.204,4.343,0.000,112.140475,16.2777,0.000000
2,1 May 2024 19:59:49.000,-203.975159,2.8415,0.015019,16.0637,0.977700,21,0.0200,0.0208,30.000,-129.204,4.328,0.000,112.878069,16.2777,0.000000
