                                                 27 Sep 2025 16:43:25
Aircraft-MissionAcft


      Time (UTCG)          Ground Speed (nm/hr)    Fuel Consumed (lb)
1 May 2024 21:15:40.925              479.605347             42499.056
1 May 2024 21:15:41.925              479.607050             42501.834
1 May 2024 21:15:42.925              479.608753             42504.612
1 May 2024 21:15:43.925              479.610457             42507.390
1 May 2024 21:15:44.925              479.612160             42510.168
1 May 2024 21:15:45.925              479.613863             42512.945
1 May 2024 21:15:46.925              479.615566             42515.723
1 May 2024 21:15:47.925              479.617269             42518.501
1 May 2024 21:15:48.925              479.618972             42521.279
1 May 2024 21:15:49.925              479.620676             42524.056
1 May 2024 21:15:50.925              479.622379             42526.834
1 May 2024 21:15:51.925              479.624082             42529.612
1 May 2024 21:15:52.925              479.625785             42532.390
1 May 2024 21:15:53.925              479.627489             42535.168
1 May 2024 21:15:54.925              479.629192             42537.945
1 May 2024 21:15:55.925              479.630895             42540.723
1 May 2024 21:15:56.925              479.632599             42543.501
1 May 2024 21:15:57.925              479.634302             42546.279
1 May 2024 21:15:58.925              479.636005             42549.056
1 May 2024 21:15:59.925              479.637709             42551.834
1 May 2024 21:16:00.925              479.639412             42554.612
1 May 2024 21:16:01.925              479.641116             42557.390
1 May 2024 21:16:02.925              479.642819             42560.168
1 May 2024 21:16:03.925              479.644523             42562.945
1 May 2024 21:16:04.925              479.646226             42565.723
1 May 2024 21:16:05.925              479.647930             42568.501
1 May 2024 21:16:06.925              479.649633             42571.279
1 May 2024 21:16:07.925              479.651337             42574.056
1 May 2024 21:16:08.925              479.653040             42576.834
1 May 2024 21:16:09.925              479.654744             42579.612
1 May 2024 21:16:10.925              479.656447             42582.390
1 May 2024 21:16:11.925              479.658151             42585.168
1 May 2024 21:16:12.925              479.659854             42587.945
1 May 2024 21:16:13.925              479.661558             42590.723
1 May 2024 21:16:14.925              479.663262             42593.501
1 May 2024 21:16:15.925              479.664965             42596.279
1 May 2024 21:16:16.925              475.029393             42599.056
1 May 2024 21:16:17.925              463.589346             42601.834
1 May 2024 21:16:18.925              453.873514             42604.612
1 May 2024 21:16:19.925              444.506010             42607.390
1 May 2024 21:16:20.925              435.212617             42610.168
1 May 2024 21:16:21.925              425.937820             42612.945
1 May 2024 21:16:22.925              416.670391             42615.723
1 May 2024 21:16:23.925              407.408158             42618.501
1 May 2024 21:16:24.925              398.150815             42621.279
1 May 2024 21:16:25.925              388.898452             42624.056
1 May 2024 21:16:26.925              379.651245             42626.834
1 May 2024 21:16:27.925              370.409396             42629.612
1 May 2024 21:16:28.925              361.173121             42632.390
1 May 2024 21:16:29.925              351.942643             42635.168
1 May 2024 21:16:30.925              342.718196             42637.945
1 May 2024 21:16:31.925              333.500016             42640.723
1 May 2024 21:16:32.925              324.288349             42643.501
1 May 2024 21:16:33.249              321.597029             42644.401
1 May 2024 21:16:33.904              315.289968             42646.219
1 May 2024 21:16:34.016              314.506997             42646.531
1 May 2024 21:16:34.558              309.378910             42648.036
1 May 2024 21:16:34.925              305.942033             42649.056
1 May 2024 21:16:35.925              296.651241             42651.834
1 May 2024 21:16:36.925              287.279417             42654.612
1 May 2024 21:16:37.925              277.887827             42657.390
1 May 2024 21:16:38.925              268.490802             42660.168
1 May 2024 21:16:39.925              259.091589             42662.945
1 May 2024 21:16:40.925              249.690791             42665.723
1 May 2024 21:16:41.925              240.288372             42668.501
1 May 2024 21:16:42.925              230.884143             42671.279
1 May 2024 21:16:43.440              226.043114             42672.708
1 May 2024 21:16:43.925              221.477869             42674.056
1 May 2024 21:16:44.925              212.069302             42676.834
1 May 2024 21:16:45.653              205.223489             42678.855
1 May 2024 21:16:46.653              196.716400             42682.144
1 May 2024 21:16:47.653              187.417473             42685.432
1 May 2024 21:16:48.653              178.080186             42688.721
1 May 2024 21:16:49.653              168.696456             42692.010
1 May 2024 21:16:50.653              159.279433             42695.298
1 May 2024 21:16:51.653              149.833882             42698.587
1 May 2024 21:16:52.653              140.363478             42701.876
1 May 2024 21:16:52.751              139.431975             42702.198
1 May 2024 21:16:52.912              138.273855             42703.355
1 May 2024 21:16:52.976              137.669548             42703.813
1 May 2024 21:16:53.040              137.648681             42703.991
1 May 2024 21:16:53.158              137.648688             42704.318
1 May 2024 21:16:53.329              137.647375             42704.792
1 May 2024 21:16:53.516              137.642880             42705.313
1 May 2024 21:16:53.716              137.634558             42705.868
1 May 2024 21:16:53.916              137.622595             42706.424
1 May 2024 21:16:54.181              137.601119             42707.160
1 May 2024 21:16:54.352              137.583929             42707.634
1 May 2024 21:16:54.522              137.564092             42708.108
1 May 2024 21:16:54.716              137.538343             42708.646
1 May 2024 21:16:54.863              137.516479             42709.055
1 May 2024 21:16:55.034              137.488703             42709.529
1 May 2024 21:16:55.078              137.481067             42709.652
1 May 2024 21:17:42.249              137.487734             42840.683
1 May 2024 21:18:17.993              137.492785             42939.971
1 May 2024 21:18:28.423              137.494259             42968.944
1 May 2024 21:18:28.699              137.522817             42969.709
1 May 2024 21:18:28.974              137.548719             42970.473
1 May 2024 21:18:29.249              137.571965             42971.238
1 May 2024 21:18:29.524              137.592556             42972.003
1 May 2024 21:18:29.800              137.610490             42972.767
1 May 2024 21:18:30.075              137.625769             42973.532
1 May 2024 21:18:30.350              137.638392             42974.297
1 May 2024 21:18:30.626              137.648360             42975.061
1 May 2024 21:18:30.901              137.655671             42975.826
1 May 2024 21:18:31.176              137.660327             42976.591
1 May 2024 21:18:31.451              137.662328             42977.355
1 May 2024 21:18:31.523              137.662413             42977.553
1 May 2024 21:18:31.623              137.251658             42977.831
1 May 2024 21:18:32.623              133.192732             42980.609
1 May 2024 21:18:33.623              129.133806             42983.387
1 May 2024 21:18:34.623              125.074881             42986.164
1 May 2024 21:18:35.623              121.015955             42988.942
1 May 2024 21:18:36.623              116.957030             42991.720
1 May 2024 21:18:37.623              112.898104             42994.498
1 May 2024 21:18:38.623              108.839178             42997.275
1 May 2024 21:18:39.623              104.780253             43000.053
1 May 2024 21:18:40.623              100.721327             43002.831
1 May 2024 21:18:41.623               96.662401             43005.609
1 May 2024 21:18:42.623               92.603476             43008.387
1 May 2024 21:18:43.623               88.544550             43011.164
1 May 2024 21:18:44.623               84.485624             43013.942
1 May 2024 21:18:45.623               80.426699             43016.720
1 May 2024 21:18:46.623               76.367773             43019.498
1 May 2024 21:18:47.598               72.408947             43022.207
1 May 2024 21:18:48.598               68.350021             43024.985
1 May 2024 21:18:49.598               64.291096             43027.763
1 May 2024 21:18:50.598               60.232170             43030.540
1 May 2024 21:18:51.598               56.173244             43033.318
1 May 2024 21:18:52.598               52.114319             43036.096
1 May 2024 21:18:53.598               48.055393             43038.874
1 May 2024 21:18:54.598               43.996467             43041.651
1 May 2024 21:18:55.598               39.937542             43044.429
1 May 2024 21:18:56.598               35.878616             43047.207
1 May 2024 21:18:57.598               31.819690             43049.985
1 May 2024 21:18:58.598               27.760765             43052.763
1 May 2024 21:18:59.598               23.701839             43055.540
1 May 2024 21:19:00.598               19.642914             43058.318
1 May 2024 21:19:01.598               15.583988             43061.096
1 May 2024 21:19:02.598               11.525062             43063.874
1 May 2024 21:19:03.598                7.466137             43066.651
1 May 2024 21:19:03.673                7.160344             43066.861
